angDist,RAJ2000,DEJ2000,nobs,B-V,e_B-V,fuv_mag,nuv_mag,ipmag,gpmag,rpmag,present,type,class
0.444149,37.748144,-1.310545,5,0.179,0.348,23.472,19.429,16.39,16.201,16.149,1,RRC                           ,RR_LYRAE
0.915149,37.724512,-1.248895,9,0.683,0.055,23.423,17.095,10.8,11.451,10.965,1,ROT                           ,ROTATIONAL
0.604626,37.638419,-1.108711,9,0.902,0.221,18.458,16.475,12.418,13.581,12.86,1,Galaxy                        ,UNKNOWN
0.833645,36.479273,-0.668974,8,0.466,0.09,22.814,17.343,13.214,13.68,13.371,1,EW                            ,ECLIPSING
1.158688,36.908326,-0.411608,9,0.458,0.043,19.851,13.98,9.907,10.339,10.039,1,                              ,UNKNOWN
0.693095,36.371682,-0.408535,10,0.452,0.05,23.282,16.896,12.67,13.017,12.763,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.572869,37.896454,-0.996065,6,0.382,0.062,22.648,18.031,14.668,14.87,14.71,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.160962,37.935561,-0.94536,5,0.8,0.148,19.267,18.769,14.794,15.835,15.142,1,ROT                           ,ROTATIONAL
0.607453,10.986765,-0.563616,8,0.532,0.034,23.693,17.315,13.008,13.563,13.178,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.367164,18.465327,1.232436,6,0.556,0.08,23.697,18.552,14.65,15.217,14.879,1,EW                            ,ECLIPSING
0.370152,14.303508,-2.785591,5,0.395,0.127,23.0,18.466,15.132,15.334,15.167,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.132676,12.81016,-0.797445,244,0.765,0.055,20.337,19.227,13.467,14.217,13.644,1,ROT                           ,ROTATIONAL
1.133443,12.810162,-0.797446,149,0.842,0.098,20.337,19.227,13.517,14.304,13.648,1,ROT                           ,ROTATIONAL
0.785227,14.142226,-2.843329,5,0.877,0.113,17.742,17.248,14.575,15.62,14.922,1,L                             ,LONG_PERIOD
0.838182,13.994436,-2.554642,5,0.666,0.061,23.139,18.623,12.835,13.497,12.996,1,ROT                           ,ROTATIONAL
2.331704,36.406864,-6.834135,6,1.282,0.031,21.739,20.52,13.816,15.532,14.336,1,ROT                           ,ROTATIONAL
0.478143,41.91312,0.964348,5,0.384,0.061,21.286,17.296,13.871,14.029,13.876,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.101148,41.685616,1.131871,7,0.342,0.184,19.566,14.261,10.346,10.605,10.432,1,EA                            ,ECLIPSING
0.615695,31.524096,1.139243,8,0.54,0.045,22.352,18.86,14.415,14.951,14.551,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.568937,31.480173,1.135514,13,0.614,0.046,23.498,16.098,11.018,11.655,11.221,1,EA                            ,ECLIPSING
0.905455,41.54121,1.219795,6,0.606,0.051,23.021,16.741,11.506,12.084,11.7,1,EC|ESD                        ,ECLIPSING
0.323977,41.343731,1.11369,6,0.483,0.092,22.405,17.581,13.774,14.114,13.818,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.862668,38.151741,-1.482967,5,0.584,0.037,23.133,17.024,12.857,13.367,12.999,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.222228,23.596952,-0.699077,6,0.502,0.071,23.182,17.974,13.639,14.157,13.957,1,ROT                           ,ROTATIONAL
0.458968,32.455537,-7.78238,6,0.613,0.091,17.654,17.437,15.345,16.1,15.605,1,ROT                           ,ROTATIONAL
0.336747,32.461611,-7.762464,7,1.0,0.043,19.965,18.181,12.918,14.117,13.311,1,ROT                           ,ROTATIONAL
0.881282,32.316083,-0.938688,8,0.766,0.089,15.554,15.791,11.806,12.557,12.013,1,VAR                           ,UNKNOWN
1.214604,24.142537,-0.356914,6,0.283,0.054,20.734,16.64,13.763,13.915,13.916,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.647542,32.338714,-7.751183,7,0.443,0.036,21.047,16.196,12.212,12.529,12.274,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.584083,32.458238,-7.671918,9,0.565,0.044,23.447,17.407,12.809,13.318,12.952,1,S                             ,UNKNOWN
1.284523,32.803193,-7.529014,7,0.546,0.041,22.558,15.868,11.251,11.722,11.343,1,ROT                           ,ROTATIONAL
1.286825,32.812224,-7.502783,7,0.505,0.034,21.378,15.558,11.259,11.672,11.338,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.755292,23.161377,-0.432391,7,0.272,0.106,21.021,17.096,13.807,13.923,13.946,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.516169,22.904258,0.242513,5,0.363,0.182,22.817,17.091,13.086,13.422,13.33,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.43199,40.83664,-1.061101,5,1.298,0.111,23.334,22.479,13.316,14.969,13.701,1,EA                            ,ECLIPSING
0.643277,25.686447,0.329726,5,0.424,0.042,23.817,17.978,13.888,14.315,13.994,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.370565,25.690679,0.480581,6,0.425,0.023,22.065,16.291,12.27,12.645,12.358,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.179957,26.348622,0.98599,6,0.456,0.023,22.285,15.509,11.365,11.767,11.445,1,ROT                           ,ROTATIONAL
0.761438,26.38671,1.044955,6,0.696,0.017,24.189,17.468,10.868,11.608,11.065,1,ROT                           ,ROTATIONAL
1.119018,26.570482,1.253336,7,0.402,0.031,22.192,16.258,12.397,12.706,12.438,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.891663,35.09248,-8.140901,5,1.865,0.0,22.408,21.125,13.326,16.462,15.044,1,BY                            ,ROTATIONAL
1.178038,26.217282,-0.380108,9,0.583,0.075,23.99,17.16,13.092,13.512,13.08,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.271977,26.289277,-0.052471,5,0.547,0.068,22.856,18.209,14.843,15.149,14.815,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.624173,25.7771,-0.000151,7,0.948,0.07,23.36,20.749,13.826,14.816,14.05,1,ROT                           ,ROTATIONAL
1.039151,34.692766,-7.55382,6,0.822,0.089,22.831,18.919,12.651,13.487,12.859,1,EW                            ,ECLIPSING
0.77967,25.341505,-0.00944,10,0.314,0.082,19.849,16.18,13.307,13.478,13.396,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.585068,24.098775,-0.520778,8,0.918,0.081,23.433,20.225,12.871,14.086,13.358,1,ROT                           ,ROTATIONAL
2.515478,32.310746,-7.859663,7,0.239,0.026,16.617,13.89,9.974,10.047,9.968,1,ACV|roAm|roAp|SXARI           ,DELTA_SCUTI_ETC
0.404757,34.426808,-8.277564,8,0.662,0.047,21.14,16.446,10.884,11.494,11.023,1,EA                            ,ECLIPSING
1.019064,34.183916,-8.075397,5,0.604,0.038,22.736,17.781,13.897,14.359,13.993,1,ROT                           ,ROTATIONAL
0.747136,33.00236,-8.788536,9,0.514,0.03,21.146,15.044,10.731,11.168,10.837,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.608366,25.467942,-0.89096,7,0.266,0.235,21.684,18.298,15.615,15.461,15.47,1,RRC                           ,RR_LYRAE
1.518234,25.450947,-0.857613,7,0.868,0.048,23.559,21.845,15.016,15.919,15.292,1,ROT                           ,ROTATIONAL
0.379702,32.112826,-1.574032,8,0.686,0.053,23.166,16.186,10.849,11.528,11.038,1,ROT                           ,ROTATIONAL
0.446464,32.232275,-1.355125,9,0.584,0.12,22.394,16.377,12.041,12.522,12.153,1,DSCT|GDOR|SXPHE               ,ECLIPSING
2.152295,32.993322,-8.478748,6,0.417,0.036,19.392,14.191,10.461,10.766,10.502,1,ROT                           ,ROTATIONAL
0.466436,25.892274,-0.644346,9,0.643,0.055,23.81,16.433,11.022,11.586,11.116,1,ROT                           ,ROTATIONAL
0.892262,33.581831,-8.27702,9,0.434,0.04,21.074,15.834,12.17,12.503,12.231,1,DSCT|GDOR|SXPHE               ,ECLIPSING
2.697142,33.179829,-8.038162,7,1.121,0.081,15.688,15.543,12.505,14.114,12.979,1,ROT                           ,ROTATIONAL
0.925024,36.542751,0.055301,8,0.222,0.04,19.715,17.073,14.513,14.506,14.5,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.476376,36.512069,0.057003,8,0.459,0.057,24.122,18.09,13.989,14.322,14.055,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.842009,33.958069,-8.011025,10,0.495,0.029,22.618,16.471,12.331,12.703,12.417,1,DSCT|GDOR|SXPHE               ,ECLIPSING
2.197126,34.142632,-1.526081,6,0.515,0.045,22.557,17.139,13.883,14.394,14.058,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.294476,34.21055,-7.654171,6,0.465,0.043,19.307,13.734,9.293,9.628,9.358,1,ROT                           ,ROTATIONAL
0.751382,34.198634,-7.64359,6,0.613,0.03,23.176,16.174,11.32,11.864,11.452,1,ROT                           ,ROTATIONAL
1.399206,26.579473,-0.601159,9,1.005,0.078,23.808,19.79,11.586,12.72,11.87,1,ROT                           ,ROTATIONAL
1.616638,33.416966,-7.677954,5,0.388,0.042,19.269,15.106,12.189,12.423,12.224,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.302498,34.168049,-1.435317,6,0.605,0.187,23.29,18.066,14.179,14.664,14.238,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.944309,26.159298,-0.623783,9,0.634,0.069,24.034,17.659,12.639,13.115,12.655,1,HADS                          ,DELTA_SCUTI_ETC
0.862779,31.330579,1.57904,7,1.15,0.146,21.389,17.954,10.381,11.555,10.618,1,ROT                           ,ROTATIONAL
0.12299,31.973014,-1.505068,7,0.642,0.109,21.378,16.55,11.603,12.186,11.748,1,EC|DSCT|ESD                   ,ECLIPSING
0.923548,31.928518,-1.37072,7,0.484,0.151,20.267,16.067,12.7,13.023,12.765,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.344859,32.076607,-1.268389,7,0.682,0.124,24.135,17.44,12.519,13.149,12.679,1,ROT                           ,ROTATIONAL
0.567,31.975041,-1.222637,6,0.682,0.136,24.128,17.463,12.295,12.899,12.434,1,E                             ,ECLIPSING
0.841794,32.109102,-1.255647,7,0.547,0.138,23.573,18.06,14.104,14.538,14.173,1,ROT                           ,ROTATIONAL
1.965992,25.239472,-1.591389,6,1.054,0.053,21.624,20.555,14.909,16.158,15.304,1,ROT                           ,ROTATIONAL
0.335024,25.223676,-1.288128,8,1.053,0.04,23.961,21.561,13.39,14.709,13.849,1,ROT                           ,ROTATIONAL
0.160727,25.874145,-1.420185,10,0.657,0.026,24.168,18.093,12.675,13.269,12.802,1,ROT                           ,ROTATIONAL
0.476461,25.869821,-1.392803,7,1.44,0.063,22.508,20.892,12.587,14.709,13.383,1,ROT                           ,ROTATIONAL
0.067291,33.93392,-8.718983,11,0.484,0.04,22.212,16.534,12.132,12.497,12.221,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.423493,36.205838,-0.076766,9,0.469,0.054,22.944,16.917,12.843,13.251,12.96,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.986942,33.753208,-8.417096,8,0.499,0.046,22.658,16.237,11.903,12.313,11.985,1,ROT                           ,ROTATIONAL
0.71208,20.8447,-9.984796,7,0.696,0.105,23.442,19.135,13.759,14.478,13.973,1,RS                            ,ROTATIONAL
0.843128,30.777076,-7.363073,6,0.579,0.032,23.862,17.521,13.19,13.634,13.262,1,ROT                           ,ROTATIONAL
0.614632,30.871518,-7.402545,7,0.704,0.04,23.011,16.673,11.342,11.967,11.474,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.931829,30.898219,-7.384677,7,0.527,0.035,21.353,15.84,11.866,12.248,11.913,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.783168,30.773857,-7.336653,6,1.006,0.03,21.4,17.624,10.681,11.711,10.889,1,ROT                           ,ROTATIONAL
0.235789,22.12453,-9.795072,8,0.52,0.067,21.484,14.933,10.009,10.449,10.045,1,E                             ,ECLIPSING
0.321607,21.84919,-9.56914,8,1.569,0.08,22.722,21.016,12.545,15.066,13.724,1,ROT                           ,ROTATIONAL
0.457033,21.649919,-9.626419,8,0.972,0.067,23.97,22.102,14.157,15.276,14.503,1,ROT                           ,ROTATIONAL
1.698488,21.352569,-9.604943,11,0.098,0.044,16.52,15.625,13.651,13.391,13.521,1,VAR                           ,UNKNOWN
1.092698,21.789157,-9.302212,7,0.746,0.071,19.027,18.275,15.081,16.063,15.414,1,ROT                           ,ROTATIONAL
0.819842,21.690602,-9.249272,8,0.446,0.048,19.749,15.166,11.907,12.199,11.993,1,ROT                           ,ROTATIONAL
0.627197,21.466681,-10.876322,5,0.65,0.06,22.52,19.636,15.118,15.579,15.192,1,E                             ,ECLIPSING
1.015736,21.300731,-10.883944,8,0.524,0.059,22.596,16.64,12.228,12.613,12.343,1,VAR                           ,UNKNOWN
0.489626,21.256094,-9.313484,6,0.454,0.573,23.509,19.536,15.234,15.642,15.372,1,RRAB                          ,RR_LYRAE
0.41422,21.31868,-9.090971,9,0.519,0.041,20.74,15.234,11.028,11.433,11.121,1,ROT                           ,ROTATIONAL
0.525725,20.894415,-9.007408,5,0.656,0.118,23.215,20.406,15.679,16.335,15.9,1,ROT                           ,ROTATIONAL
0.708627,20.991477,-8.663887,7,0.481,0.051,21.429,16.292,12.426,12.794,12.49,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.813504,22.018558,-10.037608,6,0.476,0.0,18.807,13.146,8.668,9.038,8.73,1,ROT                           ,ROTATIONAL
1.141443,30.854891,-8.783139,8,0.494,0.055,20.185,14.317,10.193,10.552,10.252,1,ROT                           ,ROTATIONAL
1.960474,20.724741,-2.163814,9,0.414,0.062,20.043,14.789,10.882,11.274,11.027,1,ROT                           ,ROTATIONAL
0.568629,31.051529,-8.652269,9,0.465,0.035,22.474,16.373,12.578,12.962,12.664,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.406792,19.958213,-2.523644,11,0.903,0.15,22.27,17.499,9.852,10.696,9.986,1,ROT                           ,ROTATIONAL
0.90725,32.254011,-8.348924,6,0.482,0.005,23.033,16.812,12.766,13.165,12.899,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.756969,20.416726,-1.963418,9,0.676,0.106,23.008,17.726,12.069,12.828,12.324,1,DSCT|EC                       ,ECLIPSING
0.332344,31.396556,-8.19855,8,1.006,0.035,23.227,18.896,10.755,11.897,11.025,1,ROT                           ,ROTATIONAL
1.33643,30.063918,-8.70212,7,0.745,0.07,22.737,17.367,12.163,13.049,12.455,1,ROT                           ,ROTATIONAL
0.229258,29.938001,-8.648301,7,0.842,0.045,21.745,17.209,10.225,11.111,10.445,1,ROT                           ,ROTATIONAL
1.307556,30.05359,-8.681273,7,1.455,0.098,20.525,19.003,10.738,13.185,11.846,1,ROT                           ,ROTATIONAL
0.3939,30.105732,-8.540048,7,0.562,0.052,22.229,16.122,11.079,11.634,11.229,1,SR                            ,LONG_PERIOD
0.712899,30.684563,-8.195187,6,0.551,0.082,23.563,18.267,14.883,15.383,15.039,1,ROT                           ,ROTATIONAL
1.234921,30.514554,-8.287959,9,0.572,0.067,22.448,16.04,11.479,11.937,11.554,1,RRAB                          ,RR_LYRAE
0.609752,21.202527,-10.430241,8,1.24,0.066,22.478,16.575,6.918,8.323,7.309,1,ROT                           ,ROTATIONAL
1.726555,20.874391,-10.590451,8,1.534,0.073,23.306,21.821,11.772,14.094,12.773,1,ROT                           ,ROTATIONAL
1.019083,20.799069,-10.228161,6,1.025,0.074,21.405,20.321,14.117,15.239,14.443,1,ROT                           ,ROTATIONAL
0.921085,20.547591,-10.119968,12,0.996,0.032,23.631,20.478,12.059,13.161,12.339,1,ROT                           ,ROTATIONAL
1.312385,30.173405,-9.074969,9,1.107,0.048,24.008,20.615,11.766,13.143,12.159,1,ROT                           ,ROTATIONAL
0.824329,29.171543,-9.619767,7,0.57,0.031,22.041,17.886,13.685,14.227,13.813,1,EW                            ,ECLIPSING
0.514874,29.344892,-9.50848,5,0.968,0.102,22.763,21.196,14.964,16.19,15.285,1,VAR                           ,UNKNOWN
1.213195,28.571999,-9.737606,5,0.851,0.078,20.569,19.221,13.169,14.036,13.378,1,ROT                           ,ROTATIONAL
0.572292,28.859194,-9.552484,5,0.374,0.075,21.053,18.351,15.745,16.087,15.966,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.02325,20.592699,-2.864175,5,0.54,0.081,23.467,17.317,14.186,14.645,14.346,1,ROT                           ,ROTATIONAL
2.156545,19.310932,-11.15272,8,0.808,0.042,23.606,17.169,10.171,10.993,10.379,1,ROT                           ,ROTATIONAL
0.604802,20.764476,-2.821424,9,0.637,0.043,23.569,16.297,11.269,11.869,11.456,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.813695,21.112148,-2.628889,8,0.391,0.047,19.092,14.759,11.164,11.444,11.244,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.510798,26.565462,-8.113491,7,0.579,0.033,20.873,15.141,10.176,10.687,10.3,1,EA                            ,ECLIPSING
0.808562,29.547999,-8.866474,7,0.7,0.046,23.037,16.925,10.962,11.654,11.132,1,ROT                           ,ROTATIONAL
0.817008,31.009921,-9.30864,7,0.559,0.037,22.228,15.494,11.331,11.828,11.447,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.379935,31.533828,-9.014747,7,0.51,0.045,21.696,15.712,11.352,11.749,11.417,1,ROT                           ,ROTATIONAL
2.550127,31.36098,-9.03895,9,0.672,0.053,21.597,15.53,9.696,10.317,9.855,1,ROT                           ,ROTATIONAL
0.786233,30.455208,-8.924849,8,0.644,0.05,22.549,18.49,13.448,14.035,13.605,1,RS                            ,ROTATIONAL
0.912117,20.758401,-2.373812,9,0.496,0.05,23.408,16.479,11.933,12.441,12.099,1,ROT                           ,ROTATIONAL
0.843762,31.681052,-9.238149,7,0.397,0.129,20.736,16.348,12.286,12.571,12.307,1,EB                            ,ECLIPSING
0.642022,17.76327,-8.764108,6,0.488,0.048,22.717,16.388,12.206,12.699,12.405,1,ROT                           ,ROTATIONAL
0.933905,28.717277,-7.836891,12,0.697,0.065,23.854,18.225,11.835,12.546,12.0,1,ROT                           ,ROTATIONAL
1.034007,32.15412,-9.396114,6,0.519,0.04,22.925,16.768,12.593,13.054,12.701,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.172175,32.187854,-9.018428,7,0.516,0.046,23.596,17.076,13.031,13.476,13.121,1,E                             ,ECLIPSING
1.307788,32.227074,-8.914526,7,0.409,0.037,19.138,14.568,11.04,11.339,11.082,1,ROT                           ,ROTATIONAL
1.816557,29.966159,-8.002058,14,0.478,0.068,21.742,15.889,12.056,12.405,12.163,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.293825,29.829291,-10.406843,7,0.336,0.051,20.09,16.417,13.666,13.826,13.692,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.015408,29.841518,-10.278249,7,0.746,0.024,23.438,18.101,11.878,12.605,12.066,1,ROT                           ,ROTATIONAL
0.526661,29.96299,-10.039635,5,0.401,0.045,21.88,18.521,15.187,15.484,15.289,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.898684,29.620264,-9.941899,7,0.549,0.017,22.44,17.28,12.784,13.27,12.884,1,ROT                           ,ROTATIONAL
0.709224,29.591693,-9.940075,7,0.718,0.027,23.0,17.551,11.7,12.363,11.849,1,ROT                           ,ROTATIONAL
0.630236,16.262723,-10.849915,7,0.615,0.045,23.507,16.884,11.615,12.192,11.751,1,RS                            ,ROTATIONAL
0.707965,29.235958,-9.878219,5,0.406,0.034,21.393,16.665,13.78,14.091,13.848,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.821139,30.270502,-10.023849,7,0.241,0.188,17.081,15.87,13.911,13.884,13.849,1,EA                            ,ECLIPSING
0.511701,30.218524,-9.937922,8,0.405,0.031,20.164,15.479,12.015,12.299,12.048,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.481525,15.566144,-10.838422,7,1.367,0.205,22.994,20.281,7.802,10.785,9.571,1,MISC                          ,UNKNOWN
0.897883,30.339127,-9.709772,5,0.579,0.032,21.392,15.398,10.876,11.353,10.973,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.45271,30.298494,-9.718669,5,0.269,0.375,20.32,17.952,15.507,15.616,15.543,1,RRC                           ,RR_LYRAE
1.685376,30.425964,-9.728507,5,0.496,0.185,20.073,18.783,15.436,15.724,15.411,1,RRAB                          ,RR_LYRAE
0.369371,30.327785,-9.664501,9,0.672,0.036,24.303,17.951,12.487,13.105,12.621,1,EA                            ,ECLIPSING
0.949331,29.877768,-9.694564,8,0.645,0.031,23.583,16.59,11.437,12.051,11.587,1,ROT                           ,ROTATIONAL
0.565922,29.805687,-9.678135,7,0.743,0.031,23.426,18.161,12.057,12.816,12.258,1,ROT                           ,ROTATIONAL
0.426236,30.197292,-9.598779,8,1.454,0.136,23.083,19.486,8.395,10.034,8.91,1,ROT                           ,ROTATIONAL
1.197546,30.181166,-9.302969,9,0.4,0.05,19.869,15.228,11.739,12.009,11.818,1,ROT                           ,ROTATIONAL
0.116785,26.269238,-9.234179,7,0.682,0.058,23.549,17.797,11.983,12.619,12.118,1,ROT                           ,ROTATIONAL
0.795561,26.870571,-9.2723,7,0.654,0.052,22.716,16.845,11.527,12.161,11.689,1,ROT                           ,ROTATIONAL
0.780788,27.26879,-9.043828,6,0.691,0.05,23.979,18.243,12.405,13.172,12.633,1,ROT                           ,ROTATIONAL
1.664215,15.426446,-10.706795,6,0.463,0.027,21.038,15.081,11.216,11.627,11.32,1,DSCT|GDOR|SXPHE               ,ECLIPSING
2.132934,15.588103,-10.42443,5,1.277,0.089,22.327,18.742,8.812,10.713,9.467,1,ROT                           ,ROTATIONAL
0.837223,25.653757,-9.194777,7,0.684,0.041,22.776,16.962,11.509,12.15,11.636,1,ROT                           ,ROTATIONAL
1.452699,28.534139,-10.179938,5,0.626,0.072,23.936,18.056,13.648,14.257,13.829,1,RS                            ,ROTATIONAL
0.390433,25.97876,-8.915312,5,1.124,0.143,23.779,21.212,13.78,15.221,14.271,1,ROT                           ,ROTATIONAL
0.682143,26.404442,-8.620676,7,0.499,0.045,21.979,15.729,11.535,11.966,11.619,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.56785,26.411638,-8.616297,6,0.378,0.04,21.477,16.72,13.473,13.687,13.471,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.490611,26.21805,-8.522963,7,0.876,0.078,21.183,20.396,14.288,15.196,14.539,1,ROT                           ,ROTATIONAL
1.971681,13.503431,-9.322652,6,0.806,0.033,21.884,14.932,8.34,9.083,8.502,1,VAR                           ,UNKNOWN
1.039828,26.426959,-8.27171,5,0.488,0.047,22.834,17.417,14.192,14.62,14.29,1,ROT                           ,ROTATIONAL
1.272148,27.824119,-8.827507,6,0.602,0.024,23.8,16.475,11.421,11.984,11.561,1,ROT                           ,ROTATIONAL
0.976377,28.672449,-8.537605,7,0.541,0.024,22.584,15.743,11.133,11.624,11.245,1,ROT                           ,ROTATIONAL
1.450342,28.389089,-8.423978,10,0.419,0.026,20.862,15.417,11.796,12.096,11.838,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.32959,12.721139,-8.436301,8,0.547,0.056,21.628,15.684,11.206,11.661,11.299,1,ROT                           ,ROTATIONAL
0.770209,12.895206,-8.239091,6,0.279,0.014,19.97,16.373,13.214,13.335,13.256,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.031173,13.11884,-8.156418,5,0.506,0.027,22.791,17.937,13.778,14.284,13.941,1,VAR                           ,UNKNOWN
0.73522,28.829148,-7.901234,6,1.009,0.065,19.327,19.071,15.672,16.904,16.146,1,ROT                           ,ROTATIONAL
0.986586,27.380196,-8.8225,7,0.421,0.055,21.58,16.258,12.667,13.092,12.814,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.961627,15.453127,-11.08636,7,0.525,0.023,22.793,16.294,11.808,12.308,11.948,1,ROT                           ,ROTATIONAL
1.372249,27.797599,-8.355849,6,0.499,0.027,22.859,16.409,12.009,12.422,12.076,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.230718,27.095222,-8.275712,5,0.469,0.059,23.161,17.652,13.645,14.065,13.778,1,S                             ,UNKNOWN
1.352248,27.485688,-8.195497,8,0.318,0.357,18.972,15.234,12.46,12.483,12.344,1,EC|ESD                        ,ECLIPSING
1.380034,28.216137,-8.222831,9,0.687,0.083,23.835,19.79,14.059,14.779,14.254,1,RS                            ,ROTATIONAL
1.247581,31.519673,-9.543395,7,1.079,0.034,22.939,21.779,13.416,14.664,13.704,1,ROT                           ,ROTATIONAL
0.921529,28.254049,-8.072835,9,0.331,0.217,23.038,18.401,14.632,14.943,14.658,1,RRAB                          ,RR_LYRAE
2.226978,27.931521,-8.105251,7,0.52,0.044,21.371,14.534,9.254,9.785,9.334,1,ROT                           ,ROTATIONAL
2.774814,31.284252,-9.360937,8,0.495,0.07,19.455,13.928,9.595,9.97,9.673,1,ROT                           ,ROTATIONAL
1.36969,23.339056,-0.930136,5,1.075,0.058,23.234,21.315,13.801,15.231,14.394,1,ROT                           ,ROTATIONAL
0.806384,21.709154,-8.89629,9,1.404,0.057,21.988,19.86,11.303,13.304,12.013,1,ROT                           ,ROTATIONAL
0.279016,26.735443,-9.752725,7,0.382,0.111,17.719,14.177,10.857,11.045,10.894,1,EW/KE:                        ,ECLIPSING
1.033152,22.641085,-0.837953,6,1.453,0.117,24.235,18.724,7.979,10.072,8.412,1,ROT                           ,ROTATIONAL
2.259064,22.501453,-0.752024,8,0.443,0.044,20.828,14.944,10.866,11.271,10.957,1,ROT                           ,ROTATIONAL
1.539908,22.771738,-0.792974,8,0.289,0.108,21.698,17.318,14.476,14.698,14.605,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.993475,27.730117,-9.606504,5,0.67,0.04,21.353,18.772,13.859,14.468,14.019,1,ROT                           ,ROTATIONAL
2.072795,27.735267,-9.618242,8,1.449,0.033,23.675,20.074,10.082,12.12,10.724,1,ROT                           ,ROTATIONAL
0.787948,13.87361,-11.109693,5,0.223,0.086,16.74,13.422,10.093,10.219,10.077,1,EW                            ,ECLIPSING
1.236317,13.913315,-11.060462,5,0.581,0.025,20.876,13.843,8.354,8.855,8.476,1,RRC                           ,RR_LYRAE
0.741795,27.70401,-9.52696,5,0.465,0.086,21.805,17.911,15.033,15.209,14.992,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.357636,22.700942,-0.66976,6,0.847,0.212,20.203,19.554,15.93,17.092,16.429,1,ROT                           ,ROTATIONAL
1.437499,22.770862,-0.655167,10,0.402,0.242,19.705,13.807,10.109,10.578,10.058,1,VAR                           ,UNKNOWN
2.746178,22.735243,-0.624317,9,0.37,0.093,16.395,12.991,10.108,10.299,9.953,1,VAR                           ,UNKNOWN
0.903019,27.028911,-9.331865,6,0.546,0.049,22.923,17.268,13.399,13.883,13.527,1,ROT                           ,ROTATIONAL
0.608438,26.239326,-10.003766,7,0.981,0.038,22.593,20.312,12.603,13.718,12.881,1,ROT                           ,ROTATIONAL
1.09526,22.462889,-0.070504,7,1.087,0.047,23.759,20.656,13.24,14.456,13.614,1,ROT                           ,ROTATIONAL
1.360289,13.321285,-11.261273,8,0.351,0.042,19.489,15.419,12.41,12.613,12.429,1,ROT                           ,ROTATIONAL
0.739107,25.869632,-8.123297,9,0.61,0.033,22.773,16.667,11.439,11.89,11.48,1,E                             ,ECLIPSING
0.335865,24.708113,-8.879328,5,0.728,0.11,22.093,19.105,13.689,14.523,13.963,1,ROT                           ,ROTATIONAL
0.772355,24.826188,-8.765866,6,0.647,0.024,23.088,16.477,10.684,11.307,10.825,1,ROT                           ,ROTATIONAL
