angDist,RAJ2000,DEJ2000,nobs,B-V,e_B-V,fuv_mag,nuv_mag,ipmag,gpmag,rpmag,present,type,class
0.723709,322.096291,-0.163605,5,0.654,0.034,23.388,17.199,12.075,12.626,12.197,1,ROT                           ,ROTATIONAL
0.306419,327.354332,-2.858812,15,0.357,0.072,20.897,16.687,12.584,12.814,12.639,1,E                             ,ECLIPSING
0.232943,327.237266,-2.788763,15,0.234,0.088,19.301,15.678,12.9,12.96,12.904,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.828669,322.041257,-0.115363,5,0.589,0.039,19.472,15.987,11.124,11.586,11.202,1,ZZA                           ,UNKNOWN
0.263035,322.868316,1.935648,5,0.457,0.117,20.778,17.599,14.168,14.47,14.19,1,RS                            ,ROTATIONAL
0.616105,325.79848,-2.939358,17,0.457,0.074,23.521,18.415,14.007,14.381,14.1,1,RS                            ,ROTATIONAL
1.106853,330.492786,4.026775,7,0.506,0.141,23.663,18.563,14.271,14.883,14.523,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.574711,330.457926,4.171904,10,0.428,0.096,20.469,16.459,12.76,13.185,12.925,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.650539,327.36447,1.285798,18,0.663,0.042,23.587,16.589,10.729,11.337,10.887,1,EW                            ,ECLIPSING
0.444649,321.688475,-0.746668,5,0.694,0.15,21.146,16.085,11.213,11.87,11.327,1,ROT                           ,ROTATIONAL
0.272916,321.695238,-0.749835,5,0.636,0.11,22.23,15.972,11.483,12.038,11.57,1,ROT                           ,ROTATIONAL
0.646622,324.830742,-0.574283,142,0.651,0.101,22.905,19.995,14.64,15.232,14.797,1,RS                            ,ROTATIONAL
0.665367,325.871292,-1.115447,218,0.232,0.062,18.679,15.676,13.062,13.007,13.011,1,Minor planet                  ,YSO/ERUPTIVE
0.680987,325.871301,-1.115451,68,0.316,0.0,18.679,15.676,13.028,13.022,12.937,1,Minor planet                  ,YSO/ERUPTIVE
0.766903,323.519414,4.96826,5,0.526,0.038,21.18,14.827,10.129,10.709,10.31,1,RS                            ,ROTATIONAL
0.923241,324.834548,-0.527634,136,0.288,0.069,20.027,17.889,15.048,15.139,15.063,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.936279,324.834556,-0.527634,31,0.387,0.0,20.027,17.889,14.979,15.212,14.985,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.330216,323.553399,5.071059,5,0.643,0.018,23.119,17.547,12.308,13.029,12.544,1,RS                            ,ROTATIONAL
0.395103,325.845569,-1.013196,227,0.57,0.069,23.234,16.219,11.473,11.917,11.586,1,ROT                           ,ROTATIONAL
0.144135,326.767853,0.898486,153,0.731,0.074,23.777,17.602,11.595,12.276,11.769,1,E                             ,ECLIPSING
0.75029,326.204594,-2.972465,12,0.346,0.102,22.099,18.38,14.952,15.141,15.023,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.945353,323.657462,5.218247,5,1.212,0.043,22.62,19.053,9.903,11.379,10.26,1,ROT                           ,ROTATIONAL
0.540917,321.962325,-0.789934,5,0.439,0.09,19.78,16.117,13.119,13.345,13.097,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.420399,331.689782,0.45778,8,0.228,0.132,21.479,17.616,14.311,14.37,14.303,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.097047,325.319436,-3.487208,18,0.517,0.043,22.557,15.921,11.221,11.668,11.325,1,UG                            ,CATACLYSMIC
0.352956,321.893623,4.944782,7,0.387,0.07,19.135,15.187,11.552,11.656,11.471,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.676015,325.230237,-3.353186,19,0.414,0.104,22.099,16.039,11.336,11.678,11.451,1,EW                            ,ECLIPSING
0.312767,325.228379,-3.313368,16,0.462,0.081,23.908,16.872,12.06,12.457,12.169,1,EW                            ,ECLIPSING
0.643442,328.628701,4.154005,8,0.708,0.047,22.202,16.663,10.937,11.604,11.09,1,ROT                           ,ROTATIONAL
0.605003,328.679158,4.17548,8,0.741,0.178,22.443,16.289,10.564,11.288,10.68,1,ED                            ,UNKNOWN
0.465672,328.678213,4.355157,5,0.355,0.046,22.096,18.399,15.333,15.447,15.259,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.524057,326.145596,-3.169781,18,0.438,0.037,21.724,16.023,12.187,12.538,12.267,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.465922,329.155077,4.27668,8,0.699,0.17,23.303,18.147,13.194,13.87,13.328,1,EW                            ,ECLIPSING
0.576969,325.692247,2.126016,11,0.626,0.056,22.822,17.375,11.968,12.529,12.095,1,E                             ,ECLIPSING
0.647801,325.799603,-1.296706,214,0.744,0.077,21.626,17.312,10.924,11.632,11.067,1,ROT                           ,ROTATIONAL
0.654535,325.799603,-1.296708,191,0.824,0.03,21.626,17.312,10.889,11.658,11.01,1,ROT                           ,ROTATIONAL
0.770891,328.955089,3.835711,9,0.509,0.061,23.482,17.748,13.335,13.775,13.425,1,BY                            ,ROTATIONAL
0.077672,321.259864,5.024616,10,0.712,0.049,22.853,16.864,10.914,11.6,11.089,1,ROT                           ,ROTATIONAL
1.486695,326.18512,-0.072991,139,0.322,0.042,17.989,14.522,11.14,11.274,11.138,1,ROT                           ,ROTATIONAL
1.483854,326.185139,-0.072991,235,0.356,0.051,17.989,14.522,11.148,11.29,11.158,1,ROT                           ,ROTATIONAL
0.650059,329.516919,4.232774,10,0.795,0.224,23.746,19.86,13.693,14.589,13.942,1,EA                            ,ECLIPSING
0.844445,320.625237,2.117313,5,0.803,0.017,23.038,17.437,10.373,11.29,10.632,1,ROT                           ,ROTATIONAL
0.502943,321.901,4.970385,6,0.639,0.07,22.362,15.398,10.143,10.676,10.209,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.142458,325.640471,-3.290459,18,0.53,0.043,21.414,15.724,10.86,11.313,10.968,1,EB                            ,ECLIPSING
0.201376,325.650556,-3.29124,18,0.316,0.108,19.618,15.443,12.008,12.16,12.026,1,EB                            ,ECLIPSING
0.493498,325.638976,-3.260246,16,0.516,0.04,23.465,16.756,11.906,12.351,12.015,1,ROT                           ,ROTATIONAL
0.751002,329.459105,4.248507,11,0.749,0.123,23.847,17.137,11.248,12.042,11.506,1,ROT                           ,ROTATIONAL
0.573425,329.480582,4.242781,10,0.53,0.119,22.48,17.056,12.838,13.31,12.962,1,ROT                           ,ROTATIONAL
0.758181,325.344101,-3.228661,17,0.188,0.171,19.133,16.411,13.673,13.685,13.665,1,RRC                           ,RR_LYRAE
0.644075,324.854711,1.000857,39,0.133,0.15,19.014,18.28,16.444,16.14,16.299,1,ROT                           ,ROTATIONAL
2.599903,326.148327,1.103679,160,1.514,0.106,23.816,22.054,12.982,15.229,13.894,1,ROT                           ,ROTATIONAL
2.713256,326.148298,1.103692,29,1.534,0.112,23.816,22.054,12.977,15.13,13.856,1,ROT                           ,ROTATIONAL
0.847049,326.105708,0.914599,103,1.008,0.109,23.443,17.291,9.272,10.329,9.55,1,ROT                           ,ROTATIONAL
0.150283,324.593294,-1.050136,119,1.328,0.097,22.63,19.153,10.416,11.831,10.67,1,ROT                           ,ROTATIONAL
0.822678,326.105721,0.914604,120,1.05,0.056,23.443,17.291,9.244,10.345,9.538,1,ROT                           ,ROTATIONAL
0.119981,324.593302,-1.050133,207,1.349,0.181,22.63,19.153,10.317,11.828,10.708,1,ROT                           ,ROTATIONAL
0.842659,326.105741,0.914597,54,1.038,0.117,23.443,17.291,9.305,10.335,9.541,1,ROT                           ,ROTATIONAL
0.348189,328.181995,3.921927,6,1.259,0.186,22.697,20.989,14.621,16.309,15.228,1,BY                            ,ROTATIONAL
1.212914,320.832768,4.947919,9,0.703,0.03,23.284,16.204,10.161,10.902,10.393,1,ROT                           ,ROTATIONAL
0.268192,324.832751,2.199893,5,0.402,0.098,21.665,17.547,14.245,14.477,14.283,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.20983,321.276612,4.886606,11,0.529,0.047,23.383,17.617,13.096,13.553,13.221,1,RRAB                          ,RR_LYRAE
0.522597,324.792985,2.239624,6,0.651,0.101,22.549,16.2,10.893,11.461,10.991,1,ROT                           ,ROTATIONAL
0.537246,324.808082,2.263161,6,0.615,0.111,23.484,17.319,12.005,12.53,12.094,1,ROT                           ,ROTATIONAL
0.898352,329.007942,2.235025,6,0.981,0.064,22.858,20.115,13.323,14.533,13.701,1,RS                            ,ROTATIONAL
0.415822,324.365463,1.797069,7,0.734,0.141,22.076,16.585,10.887,11.551,10.977,1,ROT                           ,ROTATIONAL
0.708606,320.840863,1.739514,5,0.527,0.084,23.546,17.196,12.97,13.504,13.152,1,RS                            ,ROTATIONAL
0.333638,326.031529,-3.751109,15,0.378,0.095,22.487,17.828,14.714,15.005,14.762,1,ROT                           ,ROTATIONAL
0.288414,332.068139,0.281754,9,0.448,0.061,21.79,16.239,12.274,12.513,12.232,1,EW                            ,ECLIPSING
0.345894,324.84906,1.893813,6,0.708,0.075,23.465,15.744,9.564,10.446,9.728,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.811535,325.768517,-3.711126,16,1.298,0.128,23.071,21.42,12.98,14.87,13.606,1,ROT                           ,ROTATIONAL
0.956748,325.317448,1.929945,6,0.426,0.098,18.579,13.843,10.051,10.446,10.066,1,ROT                           ,ROTATIONAL
0.745608,325.333379,1.940119,6,0.525,0.111,22.488,17.064,12.921,13.279,12.972,1,ROT                           ,ROTATIONAL
0.423124,325.262391,2.008743,6,1.278,0.099,23.357,21.449,11.905,13.524,12.361,1,ROT                           ,ROTATIONAL
0.569358,328.127344,3.704213,7,0.619,0.036,22.795,16.265,11.041,11.614,11.181,1,EW                            ,ECLIPSING
0.783157,324.428515,1.590673,10,0.624,0.159,20.495,15.44,10.35,10.898,10.522,1,ROT                           ,ROTATIONAL
1.163688,324.417701,1.620279,6,1.629,0.174,20.346,18.688,11.072,14.084,12.659,1,ROT                           ,ROTATIONAL
0.324633,324.377569,1.641069,6,0.71,0.167,23.982,17.961,13.481,14.151,13.567,1,E                             ,ECLIPSING
1.062774,328.74251,2.111269,7,0.558,0.035,22.64,16.788,12.342,12.906,12.499,1,EA                            ,ECLIPSING
0.64957,324.378234,1.651264,6,0.52,0.0,20.134,13.879,8.994,9.396,9.015,1,E                             ,ECLIPSING
1.430817,325.481424,-1.365732,24,0.609,0.034,22.595,15.998,9.954,10.541,10.097,1,ROT                           ,ROTATIONAL
1.547967,325.481458,-1.365728,135,0.682,0.087,22.595,15.998,9.894,10.526,10.049,1,ROT                           ,ROTATIONAL
1.594474,325.481471,-1.365728,33,0.58,0.093,22.595,15.998,9.923,10.532,10.065,1,ROT                           ,ROTATIONAL
1.647794,325.481486,-1.365728,59,0.7,0.086,22.595,15.998,9.965,10.578,10.064,1,ROT                           ,ROTATIONAL
0.514559,324.756222,1.791152,6,0.557,0.112,22.784,16.978,12.772,13.245,12.824,1,EB                            ,ECLIPSING
0.62105,325.435995,-1.422487,24,0.493,0.099,22.32,18.439,15.245,15.515,15.253,1,E                             ,ECLIPSING
0.637814,325.435997,-1.422493,35,0.298,0.055,22.32,18.439,15.24,15.476,15.389,1,E                             ,ECLIPSING
0.609131,326.909321,-3.069476,16,0.601,0.088,23.101,16.738,11.047,11.615,11.188,1,ROT                           ,ROTATIONAL
0.393663,325.104184,-0.448404,232,0.551,0.052,23.373,16.472,11.96,12.433,12.087,1,ROT                           ,ROTATIONAL
0.514436,318.627497,-1.095351,8,0.475,0.055,21.312,15.278,10.835,11.233,10.954,1,EC                            ,ECLIPSING
1.017306,326.094383,-0.260169,16,0.85,0.0,22.987,21.022,14.365,15.522,14.662,1,ROT                           ,ROTATIONAL
0.835757,326.094426,-0.260131,137,1.045,0.081,22.987,21.022,14.372,15.504,14.66,1,ROT                           ,ROTATIONAL
0.360925,325.747553,-3.940243,18,0.406,0.078,18.712,13.984,10.345,10.639,10.408,1,ROT                           ,ROTATIONAL
0.756918,324.973127,1.806813,5,0.577,0.115,23.981,17.466,13.046,13.534,13.104,1,VAR                           ,UNKNOWN
0.78008,321.512674,4.850203,6,0.953,0.051,22.483,17.895,10.262,11.335,10.56,1,ROT                           ,ROTATIONAL
1.087836,325.270648,-1.555704,78,0.533,0.056,21.168,14.87,9.784,10.261,9.902,1,ROT                           ,ROTATIONAL
1.136489,328.090853,3.50579,7,0.507,0.05,22.618,17.057,12.812,13.224,12.895,1,ROT                           ,ROTATIONAL
0.50112,320.101069,1.426933,8,0.532,0.064,23.794,17.469,13.118,13.539,13.193,1,ROT                           ,ROTATIONAL
0.122775,325.086513,1.422247,35,0.946,0.146,23.608,20.563,13.786,14.739,14.055,1,VAR                           ,UNKNOWN
0.048594,325.086534,1.422245,93,1.004,0.111,23.608,20.563,13.598,14.686,13.877,1,VAR                           ,UNKNOWN
0.372143,321.911361,4.84632,6,0.687,0.07,23.062,16.711,11.394,11.964,11.479,1,ED                            ,UNKNOWN
0.887603,325.611049,-1.55206,72,0.91,0.06,23.044,16.571,9.455,10.409,9.691,1,VAR                           ,UNKNOWN
0.254082,324.742862,0.712503,247,0.553,0.056,23.127,17.68,13.078,13.551,13.19,1,ROT                           ,ROTATIONAL
0.273621,324.951262,1.443032,141,0.553,0.115,21.128,15.74,11.735,12.21,11.83,1,ROT                           ,ROTATIONAL
0.778108,321.509628,4.674526,6,0.531,0.048,22.973,17.55,13.253,13.722,13.377,1,ROT                           ,ROTATIONAL
0.06402,324.686372,1.426318,6,0.628,0.039,24.227,19.263,14.006,14.519,14.154,1,ROT                           ,ROTATIONAL
0.61319,324.686509,1.426214,89,0.628,0.071,24.227,19.263,13.944,14.514,14.084,1,ROT                           ,ROTATIONAL
0.655975,324.686514,1.426202,79,0.806,0.049,24.227,19.263,13.794,14.506,13.842,1,ROT                           ,ROTATIONAL
0.583117,328.854171,3.75409,9,0.465,0.072,20.701,16.966,13.256,13.701,13.352,1,EA                            ,ECLIPSING
1.604257,327.02716,-0.809517,26,0.462,0.052,19.131,14.051,10.023,10.261,9.965,1,VAR                           ,UNKNOWN
1.390189,328.175546,3.277915,7,0.581,0.059,22.711,15.808,10.352,10.917,10.518,1,ROT                           ,ROTATIONAL
0.322914,321.437029,4.616908,6,0.581,0.056,23.573,17.191,12.215,12.773,12.384,1,ROT                           ,ROTATIONAL
0.505298,328.383221,3.337032,8,0.513,0.048,22.34,16.375,11.501,11.955,11.676,1,DSCT                          ,DELTA_SCUTI_ETC
0.973243,321.368635,4.654082,6,0.923,0.098,22.583,20.779,14.737,15.828,15.147,1,E                             ,ECLIPSING
0.42211,329.209131,1.424616,7,0.507,0.133,22.694,18.51,14.713,15.114,14.745,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.312732,321.344169,4.654408,8,0.243,0.066,17.202,14.652,11.661,11.686,11.654,1,E                             ,ECLIPSING
0.245894,328.460747,1.554494,8,0.548,0.115,22.735,16.801,12.627,13.126,12.741,1,ROT                           ,ROTATIONAL
0.639456,327.352754,-3.547717,19,0.279,0.169,19.12,16.815,13.442,13.515,13.392,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.193511,327.216126,-3.591804,18,0.605,0.0,21.386,14.626,8.835,9.593,8.993,1,RRC                           ,RR_LYRAE
1.11708,320.151306,1.176228,7,0.763,0.058,21.53,19.646,14.214,14.992,14.418,1,ROT                           ,ROTATIONAL
0.937799,328.249455,3.195537,8,0.241,0.091,19.852,16.47,13.676,13.712,13.716,1,DSCT                          ,DELTA_SCUTI_ETC
0.849724,320.130905,1.193999,7,0.72,0.05,22.598,16.367,10.722,11.351,10.844,1,RRAB                          ,RR_LYRAE
0.551042,324.45132,0.841989,260,0.5,0.052,20.347,14.557,10.055,10.421,10.112,1,EW                            ,ECLIPSING
0.761323,320.255247,1.222973,5,0.369,0.114,21.626,18.368,14.999,15.348,15.213,1,RS                            ,ROTATIONAL
0.689329,323.933772,-0.353599,62,0.559,0.062,23.968,17.242,11.801,12.425,11.983,1,RS                            ,ROTATIONAL
0.730869,323.93379,-0.353606,117,0.542,0.079,23.968,17.242,11.953,12.388,12.045,1,RS                            ,ROTATIONAL
0.59807,321.655034,4.495927,6,0.436,0.062,22.119,17.951,14.013,14.326,14.092,1,EA                            ,ECLIPSING
0.508882,323.939721,-0.33343,54,0.5,0.065,22.029,15.958,11.59,12.128,11.746,1,RS                            ,ROTATIONAL
0.578855,323.939829,-0.333438,124,0.473,0.077,22.029,15.958,11.732,12.095,11.807,1,RS                            ,ROTATIONAL
0.565975,327.304655,-3.84252,19,0.549,0.072,21.455,14.957,9.988,10.355,9.979,1,ROT                           ,ROTATIONAL
0.908197,318.677964,-1.524676,6,0.494,0.011,21.786,16.011,12.152,12.182,11.854,1,EA                            ,ECLIPSING
1.102728,318.768216,-1.52078,5,0.471,0.039,22.737,17.191,13.202,13.524,13.244,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.307328,327.420419,-3.712184,7,-0.091,0.368,18.691,18.145,16.409,16.2,16.474,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.471652,327.44078,-3.691933,20,0.417,0.077,21.889,16.662,12.879,13.16,12.926,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.388779,320.155293,1.092222,6,1.215,0.17,21.162,19.834,14.246,15.593,14.696,1,ROT                           ,ROTATIONAL
1.490183,329.766665,4.064254,10,0.615,0.163,21.678,16.882,12.006,12.665,12.206,1,EC                            ,ECLIPSING
0.757378,321.435748,4.356239,7,0.537,0.055,21.3,14.688,10.113,10.642,10.223,1,S                             ,UNKNOWN
0.148315,326.858203,-3.835223,19,0.366,0.204,19.515,15.474,12.215,12.352,12.182,1,EC                            ,ECLIPSING
0.468586,327.795056,1.122435,7,0.485,0.101,24.086,18.85,15.391,15.908,15.559,1,ROT                           ,ROTATIONAL
0.367826,327.438084,3.197437,5,0.276,1.008,20.018,17.729,14.698,14.775,14.658,1,RRAB                          ,RR_LYRAE
0.871434,321.446859,4.385615,6,0.892,0.055,23.295,20.238,12.862,13.86,13.163,1,ROT                           ,ROTATIONAL
0.229,328.719847,1.104777,11,0.38,0.074,21.485,17.244,13.89,14.181,13.977,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.13297,328.747974,1.111158,11,0.519,0.052,22.888,16.356,11.934,12.438,12.085,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.592555,328.976609,1.175294,10,0.324,0.065,20.434,16.999,13.77,13.971,13.825,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.308181,326.292677,-0.508704,260,1.192,0.054,23.081,19.586,10.237,11.781,10.673,1,ROT                           ,ROTATIONAL
1.387782,326.292696,-0.508728,124,1.19,0.01,23.081,19.586,10.277,11.773,10.693,1,ROT                           ,ROTATIONAL
0.675628,320.027854,0.806111,6,0.607,0.064,22.73,16.845,12.402,12.878,12.484,1,ROT                           ,ROTATIONAL
2.478722,327.439068,3.163507,6,0.394,0.018,17.866,13.387,9.571,10.019,9.623,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.708467,326.921643,-3.916923,8,0.44,0.14,22.904,18.979,15.339,15.759,15.409,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.434322,328.727018,1.261987,10,0.521,0.029,22.67,16.92,12.055,12.569,12.228,1,ROT                           ,ROTATIONAL
1.321585,329.701237,3.649663,9,0.906,0.088,23.636,20.44,13.581,14.655,13.93,1,RS                            ,ROTATIONAL
0.87163,326.427351,-3.890072,17,1.609,0.089,23.407,21.959,10.014,12.307,11.006,1,SR                            ,LONG_PERIOD
1.216999,328.520379,1.045925,9,0.542,0.061,23.995,17.058,12.374,12.865,12.493,1,RRAB/BL                       ,RR_LYRAE
1.02545,328.238601,1.008634,14,0.926,0.06,22.734,19.234,11.803,12.823,12.065,1,ROT                           ,ROTATIONAL
0.248058,326.541509,-1.113302,228,0.86,0.258,22.105,18.926,12.17,13.146,12.456,1,EW                            ,ECLIPSING
1.470193,325.5769,0.491513,99,0.485,0.079,21.761,17.077,12.856,13.279,12.946,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.467259,325.576905,0.491506,254,0.527,0.059,21.761,17.077,12.904,13.317,13.007,1,DSCT|GDOR|SXPHE               ,ECLIPSING
2.561892,325.827905,-0.416739,243,0.205,0.089,15.474,12.898,9.641,9.608,9.562,1,ROT                           ,ROTATIONAL
0.778683,329.82279,1.655806,6,0.621,0.127,23.036,17.041,12.671,13.17,12.715,1,RS                            ,ROTATIONAL
2.810208,324.423081,0.651066,80,0.948,0.125,23.537,21.875,15.003,16.036,15.33,1,ROT                           ,ROTATIONAL
0.277217,328.166307,2.857673,7,0.55,0.005,22.767,17.827,13.067,13.644,13.288,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.278847,322.155125,4.789508,7,0.456,0.071,20.492,16.359,12.861,13.013,12.762,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.521198,322.109054,4.78244,6,0.451,0.077,21.308,14.544,9.601,10.286,9.878,1,RS                            ,ROTATIONAL
0.741006,325.736445,-4.248546,17,0.366,0.054,21.311,16.942,13.65,13.877,13.686,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.358776,325.470013,0.427063,103,0.327,0.071,21.498,18.312,15.419,15.513,15.414,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.430367,325.474937,0.442796,87,0.833,0.132,24.135,20.611,13.402,14.362,13.676,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.517273,325.474961,0.442794,204,0.893,0.081,24.135,20.611,13.452,14.43,13.734,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.025915,325.795057,-0.429325,40,0.538,0.149,23.941,18.899,15.687,16.242,15.942,1,ROT                           ,ROTATIONAL
0.238472,321.130052,3.972965,8,0.276,0.023,19.381,16.207,13.285,13.33,13.296,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.315037,315.853074,0.281685,6,0.369,0.048,19.178,15.366,11.974,12.144,11.994,1,ROT                           ,ROTATIONAL
0.886905,324.308243,0.558669,253,0.376,0.063,18.215,14.12,10.354,10.51,10.337,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.758033,321.380168,1.15998,7,0.623,0.067,23.122,16.462,11.55,12.08,11.628,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.720363,321.150863,3.85151,9,1.058,0.044,22.898,19.886,11.78,13.005,12.154,1,SR                            ,LONG_PERIOD
0.658854,315.561307,0.248494,6,0.509,0.045,22.302,16.981,12.908,13.355,13.043,1,DSCT|GDOR|SXPHE               ,ECLIPSING
2.25332,131.347455,1.293989,6,0.225,0.06,17.861,14.355,11.481,11.392,11.374,1,ROT                           ,ROTATIONAL
0.673573,133.621762,0.08693,387,0.498,0.04,21.118,14.871,10.738,11.207,10.833,1,ROT                           ,ROTATIONAL
0.998088,133.452498,-0.550354,44,0.751,0.033,22.536,15.399,8.762,9.431,8.904,1,                              ,UNKNOWN
0.696557,133.452597,-0.550312,372,0.743,0.108,22.536,15.399,8.742,9.608,8.926,1,                              ,UNKNOWN
0.921046,131.225626,1.32971,7,0.639,0.071,22.889,15.953,10.401,10.97,10.535,1,E                             ,ECLIPSING
0.462748,131.427334,1.340473,5,0.362,0.034,21.242,17.049,13.892,14.07,13.852,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.884416,131.363638,1.31998,6,0.575,0.059,20.628,16.072,11.882,12.406,12.057,1,ROT                           ,ROTATIONAL
0.533437,131.375936,1.371953,6,0.842,0.056,22.946,17.616,10.722,11.557,10.974,1,EW                            ,ECLIPSING
0.483538,131.563681,1.537684,6,0.586,0.064,22.771,16.903,11.851,12.422,11.99,1,E                             ,ECLIPSING
0.334513,134.088614,0.393021,258,0.657,0.065,23.111,19.785,14.392,14.974,14.519,1,ROT                           ,ROTATIONAL
0.566859,131.846451,1.186876,31,0.819,0.106,23.723,21.796,14.557,15.441,14.714,1,L                             ,LONG_PERIOD
0.805586,131.677813,1.064053,8,0.463,0.047,21.401,15.942,11.819,12.201,11.892,1,ROT                           ,ROTATIONAL
0.541389,134.28318,0.201773,37,0.87,0.104,22.407,21.883,15.869,16.908,16.138,1,ROT                           ,ROTATIONAL
2.382519,133.981822,-0.528177,10,1.003,0.025,19.497,19.465,16.4,17.421,16.629,1,RS                            ,ROTATIONAL
1.215395,133.801518,0.003495,8,0.879,0.222,23.518,23.231,16.501,17.48,16.755,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.719833,133.633346,0.001511,363,0.544,0.362,21.5,17.203,12.934,13.426,13.062,1,EB                            ,ECLIPSING
0.742028,133.796759,-0.646227,123,0.588,0.076,23.276,20.354,15.533,16.058,15.678,1,ROT                           ,ROTATIONAL
0.660143,133.806226,-0.609823,110,0.463,0.046,22.988,17.829,13.834,14.26,13.978,1,ROT                           ,ROTATIONAL
0.755293,133.806251,-0.609838,301,0.46,0.048,22.988,17.829,13.9,14.226,13.966,1,ROT                           ,ROTATIONAL
0.174116,133.96445,-0.164446,283,0.316,0.058,21.322,17.537,14.371,14.488,14.373,1,E                             ,ECLIPSING
0.919592,133.8287,-0.163815,387,0.42,0.036,20.263,15.006,11.332,11.606,11.371,1,VAR                           ,UNKNOWN
0.661221,131.073667,1.478757,6,0.499,0.058,22.553,17.1,12.677,13.086,12.774,1,ROT                           ,ROTATIONAL
2.216065,131.052175,1.488908,5,0.542,0.129,23.619,17.746,13.518,14.095,13.695,1,ROT                           ,ROTATIONAL
0.159481,134.080937,-0.003254,385,0.502,0.037,22.41,16.059,12.058,12.453,12.143,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.970627,134.058446,0.011638,183,0.57,0.031,23.407,17.179,13.428,13.872,13.46,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.950537,134.058451,0.011641,344,0.465,0.044,23.407,17.179,13.5,13.852,13.579,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.15971,134.075572,0.021767,133,0.598,0.034,24.192,17.984,13.254,13.842,13.426,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.240832,134.075594,0.021761,128,0.552,0.047,24.192,17.984,13.361,13.817,13.467,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.184237,134.085111,0.007558,59,0.622,0.082,23.851,18.598,14.578,15.129,14.746,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.239554,134.085194,0.007566,247,0.502,0.06,23.851,18.598,14.694,15.075,14.776,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.432728,133.866014,-0.725357,384,0.473,0.039,20.684,14.771,10.905,11.291,10.975,1,DSCT|GDOR|SXPHE               ,ECLIPSING
1.483064,133.86603,-0.725354,150,0.514,0.056,20.684,14.771,10.908,11.263,10.974,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.780386,131.131227,1.544115,5,0.485,0.065,22.561,17.635,13.607,14.004,13.776,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.325759,131.207599,1.632273,6,0.53,0.045,23.33,17.221,13.133,13.568,13.234,1,EA                            ,ECLIPSING
0.299957,131.258535,1.679168,6,0.572,0.053,24.015,17.552,12.93,13.437,13.062,1,ROT                           ,ROTATIONAL
0.546084,131.308453,1.700662,6,0.531,0.057,22.552,16.13,11.444,11.901,11.536,1,DSCT|GDOR|SXPHE               ,ECLIPSING
0.664419,133.761328,-1.048102,359,0.587,0.048,23.893,17.94,13.038,13.545,13.161,1,EW                            ,ECLIPSING
1.254237,133.771879,-1.034219,113,1.317,0.134,22.372,23.668,14.692,16.447,15.247,1,EW                            ,ECLIPSING
1.551461,133.637697,-0.732287,245,1.486,0.069,23.674,21.977,12.891,15.155,13.818,1,EW                            ,ECLIPSING
1.693691,133.637752,-0.732243,64,1.545,0.0,23.674,21.977,12.95,15.178,13.865,1,EW                            ,ECLIPSING
