angDist,RAJ2000,DEJ2000,nobs,B-V,e_B-V,fuv_mag,nuv_mag,ipmag,gpmag,rpmag,present,type
1.068835,324.755486,1.931786,6,0.149,0.097,15.076,13.056,10.302,10.336,10.163,0,
0.640397,325.893603,-1.447828,86,0.611,0.0,24.319,18.362,13.277,13.814,13.399,0,
0.641854,325.835979,-3.867914,17,0.565,0.044,23.063,16.168,11.55,12.035,11.658,0,
0.212153,325.786056,-3.880947,18,0.484,0.05,21.695,15.613,11.577,11.976,11.674,0,
0.47927,325.160025,1.847839,6,0.603,0.105,23.381,16.44,12.073,12.592,12.171,0,
1.108117,328.04449,3.617891,7,0.67,0.05,23.063,16.855,11.4,12.051,11.586,0,
0.643466,329.075988,2.07864,5,0.428,0.069,23.717,18.923,15.27,15.528,15.283,0,
0.956748,325.317448,1.929945,6,0.426,0.098,18.579,13.843,10.051,10.446,10.066,1,ROT                           
0.745608,325.333379,1.940119,6,0.525,0.111,22.488,17.064,12.921,13.279,12.972,1,ROT                           
0.079283,329.239435,2.105997,7,0.685,0.047,23.126,18.732,13.891,14.585,14.064,0,
0.23271,320.514864,1.634214,5,0.515,0.051,22.948,16.953,12.931,13.442,13.083,0,
1.044312,318.718432,-0.97774,7,0.994,0.095,22.467,20.062,14.462,15.656,14.894,0,
0.476823,324.318122,-1.126797,40,0.706,0.075,23.93,20.247,14.825,15.503,14.994,0,
0.203457,325.289722,1.955067,6,0.595,0.11,22.585,16.359,11.711,12.188,11.794,0,
0.291039,329.281383,2.169158,7,0.672,0.027,22.87,16.391,10.84,11.414,10.915,0,
0.692383,324.318247,-1.126792,100,0.562,0.091,23.93,20.247,14.931,15.478,15.099,0,
2.17222,326.073612,0.789734,116,0.364,0.046,18.342,14.358,11.057,11.26,11.065,0,
2.156532,326.073624,0.789734,259,0.409,0.081,18.342,14.358,11.075,11.283,11.093,0,
0.396865,325.166337,1.963951,6,0.655,0.105,23.71,16.575,11.571,12.203,11.689,0,
0.580852,329.239763,2.232412,6,0.568,0.057,23.467,19.19,15.236,15.818,15.35,0,
0.883735,328.016104,3.697618,7,0.646,0.039,22.815,15.998,10.345,10.951,10.501,0,
0.683502,328.904562,2.016197,7,0.494,0.047,21.794,16.426,12.264,12.736,12.387,0,
0.918715,328.839051,2.033436,7,0.559,0.051,23.261,16.742,11.853,12.411,11.993,0,
0.423124,325.262391,2.008743,6,1.278,0.099,23.357,21.449,11.905,13.524,12.361,1,ROT                           
0.50801,325.14853,-0.352452,151,0.616,0.0,22.851,16.218,11.238,11.865,11.483,0,
0.492116,325.171076,2.060606,6,0.466,0.096,19.431,14.125,10.134,10.589,10.158,0,
0.588888,321.230654,4.80799,11,0.683,0.052,22.571,16.143,10.693,11.287,10.803,0,
0.569358,328.127344,3.704213,7,0.619,0.036,22.795,16.265,11.041,11.614,11.181,1,EW                            
0.902786,328.058103,3.698456,7,0.717,0.048,23.866,19.207,13.132,13.805,13.269,0,
0.490704,325.0878,0.899969,122,0.897,0.056,23.197,17.204,10.999,12.01,11.397,0,
0.49672,325.087802,0.89997,266,0.894,0.062,23.197,17.204,11.096,12.03,11.357,0,
0.671321,328.092825,3.757587,7,0.522,0.034,21.371,15.584,11.116,11.561,11.214,0,
0.550515,328.099028,3.796639,7,0.622,0.043,23.373,17.571,12.306,12.867,12.422,0,
0.545406,325.148543,-0.352451,238,0.571,0.054,22.851,16.218,11.346,11.837,11.47,0,
0.783157,324.428515,1.590673,10,0.624,0.159,20.495,15.44,10.35,10.898,10.522,1,ROT                           
1.163688,324.417701,1.620279,6,1.629,0.174,20.346,18.688,11.072,14.084,12.659,1,ROT                           
0.324633,324.377569,1.641069,6,0.71,0.167,23.982,17.961,13.481,14.151,13.567,1,E                             
1.062774,328.74251,2.111269,7,0.558,0.035,22.64,16.788,12.342,12.906,12.499,1,EA                            
0.64957,324.378234,1.651264,6,0.52,0.0,20.134,13.879,8.994,9.396,9.015,1,E                             
1.085776,326.107047,-0.177947,263,0.987,0.052,23.053,19.222,11.14,12.19,11.448,0,
0.161106,324.265179,-1.099038,116,0.472,0.038,21.881,16.008,11.872,12.309,11.987,0,
0.405304,324.48127,1.666186,7,0.617,0.132,22.437,15.775,11.342,11.882,11.398,0,
0.228281,324.2652,-1.09904,194,0.347,0.1,21.881,16.008,12.015,12.279,12.086,0,
0.807362,320.812176,4.670877,9,0.571,0.048,22.341,16.393,11.479,12.118,11.727,0,
1.430817,325.481424,-1.365732,24,0.609,0.034,22.595,15.998,9.954,10.541,10.097,1,ROT                           
1.547967,325.481458,-1.365728,135,0.682,0.087,22.595,15.998,9.894,10.526,10.049,1,ROT                           
1.594474,325.481471,-1.365728,33,0.58,0.093,22.595,15.998,9.923,10.532,10.065,1,ROT                           
2.587409,318.672415,-0.888498,8,0.485,0.059,20.144,15.523,11.429,11.855,11.549,0,
1.647794,325.481486,-1.365728,59,0.7,0.086,22.595,15.998,9.965,10.578,10.064,1,ROT                           
0.514559,324.756222,1.791152,6,0.557,0.112,22.784,16.978,12.772,13.245,12.824,1,EB                            
0.456041,329.162951,2.22394,7,0.591,0.017,21.768,15.351,10.168,10.737,10.286,0,
1.78908,318.655537,-0.87649,8,0.523,0.055,20.087,15.512,10.879,11.353,11.005,0,
2.529546,329.125735,2.234121,5,1.016,0.082,22.326,21.705,14.966,16.176,15.328,0,
0.376666,318.526216,-1.159297,9,0.635,0.036,22.838,17.639,12.028,12.68,12.237,0,
1.65432,328.68925,1.920134,7,0.845,0.118,22.592,15.243,8.967,10.089,9.052,0,
0.170002,325.215291,1.66291,7,0.587,0.109,23.133,16.979,12.691,13.101,12.737,0,
1.537283,325.194358,1.692064,6,0.767,0.1,23.476,16.518,10.18,10.899,10.342,0,
1.236013,328.782592,1.909829,7,0.516,0.067,22.163,16.469,12.368,12.91,12.517,0,
0.62105,325.435995,-1.422487,24,0.493,0.099,22.32,18.439,15.245,15.515,15.253,1,E                             
0.637814,325.435997,-1.422493,35,0.298,0.055,22.32,18.439,15.24,15.476,15.389,1,E                             
0.404829,325.165928,1.701425,6,0.594,0.11,22.959,16.027,11.555,12.053,11.618,0,
0.796373,328.082669,3.52339,7,0.453,0.039,20.563,15.763,11.664,12.019,11.746,0,
0.407079,321.694862,4.960247,6,0.583,0.067,23.218,17.877,13.201,13.686,13.298,0,
0.40128,325.44052,1.723064,10,0.562,0.105,23.479,17.456,13.228,13.67,13.295,0,
0.609131,326.909321,-3.069476,16,0.601,0.088,23.101,16.738,11.047,11.615,11.188,1,ROT                           
1.062064,328.75829,1.98549,7,0.491,0.053,23.139,17.857,13.77,14.204,13.868,0,
0.476991,320.552168,1.473903,5,0.633,0.08,23.52,17.757,12.225,12.894,12.434,0,
0.443108,320.521863,1.485512,5,0.533,0.062,23.674,17.062,12.52,13.089,12.718,0,
0.393663,325.104184,-0.448404,232,0.551,0.052,23.373,16.472,11.96,12.433,12.087,1,ROT                           
0.451067,325.053201,0.858891,266,0.594,0.067,22.399,16.443,11.582,12.074,11.69,0,
0.220855,325.448014,1.739371,10,1.075,0.08,19.104,18.052,9.496,10.74,9.801,0,
0.432224,324.439228,-1.157646,68,0.637,0.035,23.809,16.342,11.038,11.703,11.246,0,
0.622097,325.452493,1.748129,10,0.624,0.101,22.653,15.808,11.06,11.6,11.157,0,
0.552737,324.439266,-1.157649,198,0.537,0.087,23.809,16.342,11.05,11.698,11.213,0,
0.514436,318.627497,-1.095351,8,0.475,0.055,21.312,15.278,10.835,11.233,10.954,1,EC                            
0.260528,325.317772,1.765798,8,0.583,0.134,23.689,16.963,12.511,12.965,12.571,0,
0.592456,325.617498,-1.407477,110,0.115,0.021,18.758,17.044,14.692,14.455,14.584,0,
0.569162,325.617503,-1.40746,37,0.152,0.079,18.758,17.044,14.624,14.463,14.54,0,
0.563872,325.617507,-1.407451,45,0.235,0.0,18.758,17.044,14.497,14.527,14.592,0,
0.558508,318.559536,-1.07876,8,0.473,0.05,20.24,14.698,10.395,10.805,10.517,0,
0.96429,328.250373,3.669162,8,0.647,0.04,23.285,15.92,10.317,10.95,10.493,0,
0.529404,321.669978,5.0488,7,0.545,0.018,22.143,15.293,9.413,10.228,9.767,0,
0.573415,327.805198,3.529274,6,0.509,0.036,20.113,14.841,10.333,10.764,10.45,0,
0.459999,329.001235,2.010307,7,0.5,0.043,21.758,16.114,11.948,12.426,12.057,0,
1.017306,326.094383,-0.260169,16,0.85,0.0,22.987,21.022,14.365,15.522,14.662,1,ROT                           
0.835757,326.094426,-0.260131,137,1.045,0.081,22.987,21.022,14.372,15.504,14.66,1,ROT                           
0.815451,320.425964,1.561586,5,0.426,0.066,19.192,14.246,10.293,10.796,10.473,0,
0.560985,320.914293,4.58909,6,0.795,0.142,22.787,21.561,15.531,16.499,15.877,0,
0.287869,324.983411,1.758747,5,0.645,0.11,23.543,17.937,13.1,13.627,13.177,0,
0.500557,327.712062,3.54008,6,0.701,0.029,21.82,15.459,9.465,10.173,9.612,0,
0.580955,327.729054,3.545526,6,0.553,0.038,21.822,15.436,10.779,11.255,10.894,0,
0.351655,325.510913,-3.969891,18,0.506,0.072,22.279,16.737,12.735,13.165,12.839,0,
0.575619,329.244846,1.980401,7,0.61,0.043,22.472,17.389,12.402,12.956,12.486,0,
0.360925,325.747553,-3.940243,18,0.406,0.078,18.712,13.984,10.345,10.639,10.408,1,ROT                           
0.71151,324.945854,1.757537,5,1.106,0.118,23.241,19.181,10.884,12.021,11.116,0,
0.265,327.815212,3.681636,6,0.657,0.034,23.477,16.232,10.543,11.162,10.704,0,
0.756918,324.973127,1.806813,5,0.577,0.115,23.981,17.466,13.046,13.534,13.104,1,VAR                           
0.525431,321.442884,4.770986,6,0.911,0.071,21.369,20.015,13.41,14.437,13.741,0,
0.517993,327.074144,-3.235614,13,0.629,0.098,21.993,19.06,13.728,14.273,13.865,0,
0.873002,327.167589,-3.173726,15,0.11,0.075,18.802,16.642,14.109,13.945,14.03,0,
1.858397,326.128804,-0.317409,259,0.688,0.053,23.62,16.69,10.775,11.402,10.941,0,
0.508406,324.872002,0.822489,253,0.53,0.066,23.149,16.983,13.065,13.533,13.181,0,
0.158449,321.445274,4.819999,5,0.061,0.21,20.264,18.897,16.002,16.292,16.269,0,
0.78008,321.512674,4.850203,6,0.953,0.051,22.483,17.895,10.262,11.335,10.56,1,ROT                           
1.071307,326.718924,-3.326493,5,0.794,0.224,23.05,21.597,15.195,15.892,15.216,0,
0.333088,326.734867,-3.272961,5,0.503,0.334,23.503,16.072,11.357,11.622,11.108,0,
0.996329,325.351437,-1.554659,74,0.601,0.032,22.849,16.847,11.891,12.417,12.024,0,
0.182441,324.606945,1.561188,26,0.575,0.137,21.321,15.455,11.301,11.757,11.324,0,
2.097921,328.096836,3.427381,5,1.111,0.159,20.477,19.333,14.339,15.768,14.834,0,
0.498004,324.838912,0.887761,266,0.699,0.061,23.898,16.646,10.866,11.522,10.988,0,
1.403061,328.143468,3.448677,5,1.139,0.185,21.872,21.148,14.939,16.266,15.399,0,
0.833454,328.043978,3.436938,7,0.566,0.042,21.932,15.718,10.855,11.417,11.036,0,
0.486011,324.809751,1.546192,29,1.063,0.138,22.461,17.954,9.857,10.733,10.047,0,
0.171587,324.854884,1.578735,12,0.776,0.139,23.645,19.734,13.957,14.677,14.088,0,
0.244023,326.734868,-3.273001,14,0.526,0.033,23.503,16.072,11.207,11.646,11.369,0,
1.268343,325.965858,-0.332005,214,0.69,0.051,23.73,19.222,13.457,14.075,13.614,0,
0.975689,328.883196,1.905093,7,0.529,0.062,22.937,17.092,12.911,13.413,13.028,0,
0.602277,327.919244,3.422936,6,0.601,0.034,22.113,16.16,11.009,11.594,11.187,0,
1.087836,325.270648,-1.555704,78,0.533,0.056,21.168,14.87,9.784,10.261,9.902,1,ROT                           
0.816943,328.596325,1.780249,7,0.277,0.082,16.78,13.989,10.712,10.89,10.713,0,
1.136489,328.090853,3.50579,7,0.507,0.05,22.618,17.057,12.812,13.224,12.895,1,ROT                           
0.177046,328.567736,1.792811,6,0.742,0.092,20.495,19.794,14.507,15.213,14.661,0,
1.108747,328.037418,3.526357,7,0.672,0.045,23.194,16.132,10.299,10.897,10.437,0,
0.984853,328.379422,1.796692,7,0.605,0.111,20.306,14.196,9.338,10.193,9.46,0,
0.554686,320.808496,1.586883,5,0.514,0.094,22.229,15.802,11.51,12.033,11.673,0,
0.222528,329.259962,1.664144,7,0.689,0.08,23.02,16.745,11.348,11.975,11.442,0,
1.13205,325.629498,-1.671327,52,0.361,0.0,19.094,13.511,8.962,9.35,9.116,0,
0.943027,325.51421,-1.651687,62,0.597,0.075,21.086,15.529,10.564,11.084,10.683,0,
0.634458,328.957601,3.647461,9,0.626,0.07,22.479,15.742,10.127,10.764,10.256,0,
0.344459,329.137194,1.73685,7,0.692,0.078,20.927,18.355,12.895,13.573,13.053,0,
0.50112,320.101069,1.426933,8,0.532,0.064,23.794,17.469,13.118,13.539,13.193,1,ROT                           
0.47155,326.56007,-3.418732,18,0.953,0.066,20.149,19.231,11.432,12.43,11.685,0,
0.783346,325.481559,-1.619004,62,0.597,0.05,20.882,16.86,12.058,12.548,12.167,0,
0.122775,325.086513,1.422247,35,0.946,0.146,23.608,20.563,13.786,14.739,14.055,1,VAR                           
0.048594,325.086534,1.422245,93,1.004,0.111,23.608,20.563,13.598,14.686,13.877,1,VAR                           
0.63253,326.569819,-3.354834,18,0.411,0.042,19.563,14.31,10.363,10.634,10.385,0,
0.506585,321.763618,4.798293,6,0.536,0.067,22.372,16.938,13.196,13.638,13.294,0,
0.372143,321.911361,4.84632,6,0.687,0.07,23.062,16.711,11.394,11.964,11.479,1,ED                            
0.422279,326.887949,-3.525096,11,0.553,0.136,23.885,18.652,14.801,15.248,14.852,0,
2.96526,325.607236,-1.571902,22,0.836,0.08,21.691,20.254,14.671,15.327,14.799,0,
0.887603,325.611049,-1.55206,72,0.91,0.06,23.044,16.571,9.455,10.409,9.691,1,VAR                           
0.485232,318.824132,-0.965363,6,0.502,0.061,22.828,16.62,12.071,12.476,12.146,0,
0.406722,318.869199,-0.929721,6,0.474,0.052,21.319,15.059,10.724,11.124,10.815,0,
0.254082,324.742862,0.712503,247,0.553,0.056,23.127,17.68,13.078,13.551,13.19,1,ROT                           
0.734619,329.246861,1.893068,7,0.448,0.063,20.956,16.376,12.833,13.177,12.852,0,
0.638707,325.123651,1.520357,57,0.644,0.076,22.189,16.551,12.348,12.834,12.401,0,
0.273621,324.951262,1.443032,141,0.553,0.115,21.128,15.74,11.735,12.21,11.83,1,ROT                           
1.309579,328.424948,3.622002,5,1.198,0.31,22.274,21.055,14.735,16.194,15.247,0,
0.778108,321.509628,4.674526,6,0.531,0.048,22.973,17.55,13.253,13.722,13.377,1,ROT                           
0.203435,326.848811,-3.426811,19,0.4,0.074,19.365,14.308,10.644,10.852,10.64,0,
0.402701,321.50184,4.738345,6,0.72,0.122,22.727,19.793,15.349,16.011,15.569,0,
0.113916,326.809684,-3.409682,19,0.499,0.095,21.924,15.386,10.852,11.216,10.902,0,
0.06402,324.686372,1.426318,6,0.628,0.039,24.227,19.263,14.006,14.519,14.154,1,ROT                           
0.218555,326.98901,-3.331263,19,0.479,0.079,23.578,17.036,12.507,12.9,12.575,0,
0.252716,324.788094,0.780395,235,0.574,0.065,23.715,17.605,13.313,13.842,13.459,0,
0.249312,324.788095,0.780395,210,0.552,0.056,23.715,17.605,13.337,13.821,13.469,0,
0.61319,324.686509,1.426214,89,0.628,0.071,24.227,19.263,13.944,14.514,14.084,1,ROT                           
0.655975,324.686514,1.426202,79,0.806,0.049,24.227,19.263,13.794,14.506,13.842,1,ROT                           
2.027579,321.613175,4.830777,6,0.385,0.106,21.746,18.619,16.164,16.094,15.98,0,
0.666302,329.416679,2.007552,8,0.625,0.118,21.776,17.581,13.502,13.939,13.469,0,
0.511764,318.393424,-1.159062,8,0.488,0.035,22.791,17.1,13.044,13.552,13.237,0,
0.583117,328.854171,3.75409,9,0.465,0.072,20.701,16.966,13.256,13.701,13.352,1,EA                            
0.653162,328.858521,1.594789,6,0.386,0.109,22.182,18.349,14.895,15.116,14.858,0,
0.613018,328.813873,3.413343,9,0.673,0.093,22.519,16.135,10.436,11.066,10.545,0,
0.507915,326.789729,-0.829756,9,1.025,0.163,23.771,23.248,15.309,16.454,15.359,0,
1.041074,326.582497,-0.285492,54,0.408,0.077,22.413,18.842,15.993,16.014,15.86,0,
0.495701,324.894883,0.71134,265,1.402,0.057,21.602,20.158,10.037,11.597,10.448,0,
0.518698,318.704685,-1.267413,9,0.56,0.065,22.025,17.272,12.554,13.138,12.749,0,
0.081922,324.90019,0.703345,255,0.549,0.065,22.111,17.313,12.989,13.469,13.103,0,
0.288082,326.448101,-3.653515,18,0.467,0.087,22.601,16.264,11.92,12.303,12.001,0,
0.299509,318.653559,-1.28098,8,0.495,0.04,23.019,18.042,14.216,14.684,14.398,0,
0.99024,329.126163,1.710632,7,0.675,0.085,22.007,16.977,11.697,12.352,11.839,0,
0.146006,326.540954,-3.619867,16,0.353,0.041,20.441,16.608,13.56,13.716,13.561,0,
1.604257,327.02716,-0.809517,26,0.462,0.052,19.131,14.051,10.023,10.261,9.965,1,VAR                           
0.096244,329.542715,1.620819,7,0.747,0.169,24.221,17.282,11.605,12.303,11.719,0,
0.460327,329.350423,1.652101,7,0.806,0.178,23.192,20.914,15.164,15.846,15.189,0,
0.468358,321.897618,4.671679,6,0.575,0.068,20.594,14.853,10.046,10.515,10.074,0,
0.508859,321.874963,4.709262,6,0.747,0.062,22.898,16.161,10.361,11.02,10.482,0,
0.564432,324.972094,0.753042,266,0.571,0.065,22.867,16.226,11.522,11.99,11.623,0,
1.138978,328.646068,3.472222,7,0.402,0.097,18.445,14.506,11.162,11.352,11.122,0,
0.311098,329.407543,1.648619,8,0.756,0.145,23.649,16.261,10.772,11.365,10.814,0,
1.218217,318.737462,-1.095928,8,0.413,0.06,18.834,14.092,10.253,10.524,10.272,0,
0.405375,318.628006,-1.121491,8,0.002,0.055,16.012,15.557,14.623,14.234,14.455,0,
1.063943,321.925291,4.775632,6,0.539,0.066,22.683,17.159,13.945,14.401,14.053,0,
0.286744,329.511528,1.729637,8,0.511,0.166,20.797,16.024,12.697,12.914,12.545,0,
0.581916,328.848833,3.469444,9,0.538,0.093,22.282,16.331,12.044,12.506,12.133,0,
0.297036,328.935901,3.547716,9,0.557,0.082,22.244,15.598,10.705,11.22,10.804,0,
0.651607,329.595335,1.804961,5,0.827,0.183,22.461,21.308,15.302,16.22,15.471,0,
0.836092,326.902315,-0.919811,55,0.742,0.09,24.148,17.049,10.578,11.243,10.737,0,
1.390189,328.175546,3.277915,7,0.581,0.059,22.711,15.808,10.352,10.917,10.518,1,ROT                           
0.140935,326.621847,-3.861287,16,0.595,0.036,23.831,17.9,12.636,13.175,12.778,0,
0.986218,326.430955,0.784611,47,0.813,0.095,21.925,20.896,15.807,16.297,15.766,0,
2.168227,329.038361,1.332624,5,0.882,0.14,22.429,21.011,15.821,16.509,15.857,0,
0.322914,321.437029,4.616908,6,0.581,0.056,23.573,17.191,12.215,12.773,12.384,1,ROT                           
0.505298,328.383221,3.337032,8,0.513,0.048,22.34,16.375,11.501,11.955,11.676,1,DSCT                          
0.848618,321.363591,4.624017,6,0.498,0.057,22.93,17.715,13.221,13.697,13.384,0,
0.973243,321.368635,4.654082,6,0.923,0.098,22.583,20.779,14.737,15.828,15.147,1,E                             
0.188384,329.117119,1.398761,10,0.751,0.118,24.051,17.208,11.194,11.916,11.331,0,
0.508008,329.111699,1.426079,7,0.518,0.109,23.408,18.669,14.415,14.836,14.454,0,
0.317258,321.259559,4.641737,9,0.538,0.043,20.771,14.728,10.091,10.558,10.126,0,
0.746695,329.047301,1.449362,8,0.587,0.111,23.139,16.35,11.612,12.163,11.711,0,
0.42211,329.209131,1.424616,7,0.507,0.133,22.694,18.51,14.713,15.114,14.745,1,DSCT|GDOR|SXPHE               
0.808871,329.248209,1.435434,10,0.535,0.103,22.534,16.931,13.037,13.459,13.066,0,
0.103172,329.211494,1.46934,9,0.686,0.103,23.945,16.258,10.967,11.633,11.099,0,
0.623532,329.282644,1.479567,10,0.603,0.104,22.163,16.456,12.31,12.781,12.34,0,
0.466187,324.958562,1.374407,206,0.743,0.101,23.891,17.19,11.123,11.833,11.305,0,
0.726512,319.058469,-1.285576,6,0.5,0.078,21.286,15.41,11.155,11.575,11.239,0,
0.146757,324.937957,1.402722,46,0.367,0.119,21.139,17.971,15.236,15.311,15.192,0,
0.312732,321.344169,4.654408,8,0.243,0.066,17.202,14.652,11.661,11.686,11.654,1,E                             
0.250812,326.762439,-3.663142,20,0.458,0.126,22.895,17.155,13.369,13.687,13.398,0,
0.840685,326.928332,-3.563727,11,0.298,0.171,21.166,17.996,14.977,15.219,15.128,0,
0.636205,319.465245,1.112586,7,1.072,0.045,20.327,18.863,10.377,11.491,10.654,0,
0.359059,324.780479,0.656148,263,0.605,0.057,24.167,17.198,12.202,12.767,12.347,0,
1.593638,319.377662,1.131869,7,0.508,0.052,19.527,14.341,10.261,10.674,10.331,0,
0.368306,324.780483,0.656152,154,0.627,0.062,24.167,17.198,12.155,12.718,12.302,0,
0.156037,324.791902,1.365306,209,0.545,0.106,22.207,16.1,11.62,12.022,11.684,0,
0.724908,328.376975,3.054973,7,0.433,0.044,22.111,16.738,12.623,13.092,12.849,0,
0.425322,327.184241,-0.844134,19,0.5,0.116,21.586,16.251,12.006,12.38,12.006,0,
0.245894,328.460747,1.554494,8,0.548,0.115,22.735,16.801,12.627,13.126,12.741,1,ROT                           
0.172509,328.525975,1.523351,8,0.633,0.126,23.573,16.556,11.337,11.954,11.477,0,
0.93165,328.371404,3.110618,7,0.637,0.023,22.072,14.683,9.291,10.052,9.448,0,
0.3207,328.330756,1.501437,8,0.688,0.151,22.197,19.341,13.846,14.507,13.99,0,
0.639456,327.352754,-3.547717,19,0.279,0.169,19.12,16.815,13.442,13.515,13.392,1,DSCT|GDOR|SXPHE               
1.193511,327.216126,-3.591804,18,0.605,0.0,21.386,14.626,8.835,9.593,8.993,1,RRC                           
1.11708,320.151306,1.176228,7,0.763,0.058,21.53,19.646,14.214,14.992,14.418,1,ROT                           
0.891807,318.564457,-1.342169,9,0.524,0.039,22.452,17.392,12.944,13.117,12.799,0,
0.373301,324.717934,-1.185109,69,0.562,0.0,23.667,16.497,11.382,11.898,11.522,0,
0.341187,324.717937,-1.1851,108,0.643,0.0,23.667,16.497,11.263,11.96,11.509,0,
1.123497,318.38602,-1.379758,7,1.065,0.085,22.233,19.876,14.289,15.569,14.745,0,
0.331756,324.717941,-1.1851,204,0.532,0.084,23.667,16.497,11.413,11.912,11.557,0,
0.435922,318.467925,-1.355766,8,0.285,0.039,17.535,13.979,10.93,10.768,10.705,0,
0.937799,328.249455,3.195537,8,0.241,0.091,19.852,16.47,13.676,13.712,13.716,1,DSCT                          
0.21412,328.500591,1.66492,7,0.615,0.104,23.869,17.76,12.648,13.216,12.772,0,
0.57166,328.158481,3.208768,7,1.17,0.076,22.812,21.732,12.324,13.933,12.84,0,
0.849724,320.130905,1.193999,7,0.72,0.05,22.598,16.367,10.722,11.351,10.844,1,RRAB                          
1.082878,328.182436,3.250367,8,0.514,0.065,23.113,17.06,12.429,12.881,12.596,0,
0.551042,324.45132,0.841989,260,0.5,0.052,20.347,14.557,10.055,10.421,10.112,1,EW                            
0.607463,320.122133,1.300698,5,0.651,0.047,24.06,16.922,12.467,13.008,12.563,0,
0.761323,320.255247,1.222973,5,0.369,0.114,21.626,18.368,14.999,15.348,15.213,1,RS                            
0.285351,324.479415,0.85864,238,0.49,0.0,21.516,16.187,12.2,12.579,12.281,0,
0.283067,324.479417,0.858641,261,0.476,0.066,21.516,16.187,12.233,12.61,12.304,0,
0.658129,327.575027,3.297672,6,0.482,0.052,22.44,16.129,11.954,12.291,11.996,0,
0.620058,327.905224,1.231133,17,0.583,0.049,23.739,16.297,11.447,11.98,11.604,0,
2.00967,329.641615,3.908895,12,0.589,0.055,23.212,15.907,11.496,12.139,11.718,0,
0.643762,319.84896,0.996618,7,0.485,0.062,19.341,14.915,10.989,11.291,11.011,0,
0.689329,323.933772,-0.353599,62,0.559,0.062,23.968,17.242,11.801,12.425,11.983,1,RS                            
0.730869,323.93379,-0.353606,117,0.542,0.079,23.968,17.242,11.953,12.388,12.045,1,RS                            
0.664455,327.013916,-1.005551,5,0.648,0.147,23.461,18.698,15.613,15.954,15.638,0,
0.59807,321.655034,4.495927,6,0.436,0.062,22.119,17.951,14.013,14.326,14.092,1,EA                            
0.508882,323.939721,-0.33343,54,0.5,0.065,22.029,15.958,11.59,12.128,11.746,1,RS                            
0.227001,326.946736,-3.664983,15,0.7,0.111,23.724,20.06,14.114,14.718,14.254,0,
0.578855,323.939829,-0.333438,124,0.473,0.077,22.029,15.958,11.732,12.095,11.807,1,RS                            
0.650902,326.970278,-3.663114,12,0.838,0.05,22.251,20.783,14.643,15.405,14.827,0,
1.334457,327.836003,1.324796,13,0.547,0.124,23.505,17.404,13.59,14.088,13.703,0,
1.046973,318.506887,-1.52627,7,0.441,0.036,22.689,18.136,14.341,14.727,14.451,0,
0.565975,327.304655,-3.84252,19,0.549,0.072,21.455,14.957,9.988,10.355,9.979,1,ROT                           
1.459063,329.619409,3.998781,10,0.648,0.06,22.321,15.924,10.407,11.035,10.577,0,
0.78972,327.979972,1.305774,6,0.467,0.162,23.79,19.173,15.247,15.582,15.219,0,
1.429628,326.804888,-1.060973,5,0.854,0.177,23.85,23.108,15.489,16.45,15.714,0,
1.474992,329.782882,3.942925,12,0.49,0.05,21.979,16.596,12.656,13.12,12.796,0,
0.908197,318.677964,-1.524676,6,0.494,0.011,21.786,16.011,12.152,12.182,11.854,1,EA                            
1.102728,318.768216,-1.52078,5,0.471,0.039,22.737,17.191,13.202,13.524,13.244,1,DSCT|GDOR|SXPHE               
0.307328,327.420419,-3.712184,7,-0.091,0.368,18.691,18.145,16.409,16.2,16.474,1,DSCT|GDOR|SXPHE               
0.714269,327.331111,-3.732141,18,0.425,0.075,21.422,15.717,11.871,12.157,11.922,0,
0.538222,327.542161,3.416923,6,0.506,0.045,22.484,16.76,12.552,12.926,12.603,0,
0.274038,328.361076,1.311898,10,0.526,0.14,23.253,17.66,13.526,13.965,13.613,0,
0.421651,324.66455,-1.261014,130,0.705,0.077,23.346,16.046,10.317,10.781,10.311,0,
0.491876,324.664565,-1.261038,69,0.654,0.08,23.346,16.046,10.223,10.802,10.355,0,
0.517404,324.664573,-1.261036,207,0.659,0.125,23.346,16.046,10.23,10.793,10.364,0,
0.701347,321.527657,4.532631,6,0.56,0.057,22.875,17.108,12.627,13.167,12.793,0,
0.471652,327.44078,-3.691933,20,0.417,0.077,21.889,16.662,12.879,13.16,12.926,1,DSCT|GDOR|SXPHE               
0.512839,318.56017,-1.498611,8,0.487,0.017,22.072,15.605,11.726,11.846,11.542,0,
1.388779,320.155293,1.092222,6,1.215,0.17,21.162,19.834,14.246,15.593,14.696,1,ROT                           
0.631642,328.200237,1.356268,15,0.457,0.114,19.159,14.723,10.796,11.077,10.806,0,
1.490183,329.766665,4.064254,10,0.615,0.163,21.678,16.882,12.006,12.665,12.206,1,EC                            
2.504667,321.5336,4.555331,6,1.119,0.069,23.107,21.163,12.311,13.719,12.709,0,
1.026902,326.181933,-0.446297,101,0.037,0.09,17.208,16.862,15.761,15.485,15.711,0,
0.398613,328.374703,1.405731,10,0.691,0.148,23.455,16.773,11.056,11.721,11.2,0,
1.63833,327.081391,-0.968325,27,0.2,0.122,15.938,13.919,11.372,11.22,11.216,0,
0.717549,328.379961,1.440481,8,0.808,0.131,23.193,17.37,10.8,11.585,10.973,0,
