angDist,RAJ2000,DEJ2000,nobs,B-V,e_B-V,fuv_mag,nuv_mag,ipmag,gpmag,rpmag,present,type
0.479389,116.702158,32.570945,6,0.355,0.066,19.151,15.21,11.642,11.834,11.655,1,DSCT|GDOR|SXPHE               
1.859,116.780875,32.568751,6,0.105,0.067,15.095,13.861,11.612,11.388,11.46,0,
0.54077,115.052583,29.240986,5,0.493,0.156,23.708,17.568,13.184,13.591,13.27,0,
0.937104,115.037282,29.28584,5,0.362,0.161,21.926,17.421,14.019,14.308,14.092,0,
0.591496,114.222173,26.262098,6,0.443,0.071,20.605,15.684,11.682,12.016,11.754,0,
0.613903,119.85007,29.708211,8,0.618,0.068,23.497,16.868,11.652,12.221,11.807,0,
0.934533,119.858365,29.707023,7,0.423,0.087,23.008,18.439,14.694,15.02,14.808,0,
2.275108,115.090586,29.320163,5,0.697,0.215,19.41,19.34,14.873,15.688,15.086,1,RS                            
0.376435,114.212276,26.29089,6,0.416,0.069,23.04,18.069,14.188,14.585,14.309,0,
0.649646,119.909828,29.718445,8,0.526,0.072,23.348,17.759,13.566,13.982,13.676,0,
0.957053,120.303221,27.218206,6,0.578,0.08,23.843,17.646,12.415,12.927,12.554,0,
0.477154,114.160636,26.294562,6,0.245,0.09,20.881,17.472,14.518,14.579,14.547,0,
0.753338,116.698784,32.772715,8,0.472,0.116,19.961,15.345,11.764,12.138,11.862,1,ROT                           
2.189687,120.368639,27.277285,6,1.12,0.141,20.942,19.676,13.893,15.143,14.295,0,
0.879064,115.014864,29.302987,5,0.547,0.146,23.484,16.67,11.817,12.324,11.945,0,
0.523043,114.185262,26.33148,6,0.63,0.07,18.858,15.493,12.196,12.651,12.293,1,EW                            
0.754917,114.163227,26.347618,6,0.409,0.086,23.236,18.12,14.424,14.746,14.499,0,
1.76696,120.406094,27.359316,5,1.08,0.037,22.104,20.913,14.845,16.293,15.35,0,
1.240625,117.350172,32.231119,6,0.471,0.062,21.043,15.196,11.343,11.745,11.432,0,
1.319794,115.110712,29.454985,5,0.479,0.145,22.729,15.88,11.733,12.125,11.81,0,
0.863383,114.153902,26.350848,6,0.485,0.06,22.962,16.844,12.488,12.906,12.604,0,
1.321875,119.948515,29.849933,8,0.424,0.081,17.948,13.646,9.744,9.992,9.74,0,
0.614631,119.873706,29.877732,8,0.554,0.067,21.29,15.481,10.946,11.44,11.066,1,E                             
1.025147,114.919014,29.333758,5,0.313,0.154,19.176,15.205,11.972,12.135,11.981,1,DSCT|GDOR|SXPHE               
0.188913,119.949384,27.016537,5,0.497,0.069,22.663,16.284,11.726,12.134,11.839,0,
1.265616,117.605576,32.515811,6,0.321,0.063,18.223,14.521,11.424,11.554,11.403,1,DSCT|GDOR|SXPHE               
0.487107,120.018591,27.099026,5,0.45,0.083,22.704,17.487,13.559,13.915,13.646,0,
0.454046,119.801245,27.03663,5,0.495,0.079,21.223,16.002,11.265,11.671,11.371,0,
0.641105,117.598081,32.533151,6,0.512,0.064,21.657,16.109,11.78,12.196,11.852,1,DSCT|GDOR|SXPHE               
0.076384,119.847074,27.136097,5,0.54,0.083,21.503,18.798,14.045,14.545,14.195,0,
0.371145,119.846348,27.230762,7,0.536,0.159,22.642,17.372,13.459,13.881,13.561,0,
0.566538,120.081368,29.962973,8,0.256,0.075,20.113,16.734,13.847,13.834,13.796,1,RS                            
0.621635,117.390255,32.468035,6,0.582,0.056,23.411,16.155,11.259,11.797,11.383,0,
2.360326,117.334212,32.480333,6,0.601,0.095,23.505,17.271,12.744,13.343,12.881,0,
0.460896,120.032669,27.225563,5,0.444,0.11,22.765,17.504,14.329,14.674,14.437,0,
0.586159,113.944838,26.333204,6,0.507,0.087,22.942,17.421,13.133,13.591,13.274,0,
1.013158,113.93045,26.364686,6,0.491,0.086,23.188,17.544,13.673,14.088,13.772,1,DSCT|GDOR|SXPHE               
0.574556,117.249739,32.47456,6,0.498,0.064,22.689,17.021,12.92,13.347,13.013,0,
0.38888,113.869746,26.352959,6,0.584,0.084,23.432,16.502,11.36,11.903,11.51,0,
0.67841,117.247132,32.493676,6,0.879,0.044,22.286,16.098,10.633,10.187,9.371,0,
0.671315,114.902993,29.41168,5,0.321,0.158,20.711,16.523,12.825,12.953,12.815,0,
0.568191,117.199244,32.508127,5,0.362,0.077,20.837,16.969,13.691,13.919,13.715,1,DSCT|GDOR|SXPHE               
0.282788,120.140682,27.29342,6,0.471,0.129,22.883,18.197,14.621,15.001,14.679,0,
0.573003,114.933068,29.439394,5,0.553,0.151,23.523,16.699,11.441,11.931,11.555,0,
0.838158,114.945824,29.459535,5,0.444,0.15,22.513,16.315,12.327,12.677,12.394,0,
0.582875,119.966039,27.284054,6,0.482,0.144,23.278,18.07,14.036,14.382,14.087,0,
0.138632,114.010707,26.420204,6,0.421,0.081,20.676,15.325,11.441,11.748,11.515,0,
0.128884,117.411543,32.52965,5,0.497,0.07,23.014,17.719,13.673,14.106,13.765,0,
1.249079,113.95259,26.428906,5,0.417,0.116,23.416,18.65,15.012,15.332,15.086,0,
0.465537,115.036094,29.484025,5,0.405,0.173,23.466,17.92,14.025,14.385,14.113,0,
0.162259,120.016635,27.349402,6,0.453,0.124,20.428,16.105,12.582,12.88,12.625,0,
0.132112,113.860756,26.401984,6,0.528,0.087,22.321,16.827,12.046,12.51,12.173,0,
0.201667,120.019362,27.409,5,0.531,0.141,21.981,16.414,12.364,12.832,12.462,0,
0.671641,119.702063,27.192904,5,0.425,0.104,23.612,17.927,13.938,14.245,14.021,0,
0.24394,117.335939,32.669478,8,0.466,0.064,22.198,17.03,12.875,13.298,12.987,1,DSCT|GDOR|SXPHE               
1.922146,113.848274,26.461932,6,0.13,0.091,15.977,13.564,10.966,10.807,10.874,1,EW                            
0.945073,113.871924,26.460941,6,0.266,0.09,18.885,15.616,12.456,12.522,12.443,1,EW                            
1.170704,113.809772,26.442405,6,0.962,0.085,22.397,19.59,12.278,13.459,12.652,0,
0.898827,114.928218,29.510211,5,0.391,0.155,23.394,17.82,13.857,14.129,13.863,0,
0.390221,120.478929,30.394852,7,0.314,0.027,18.887,14.906,11.609,11.74,11.611,1,DSCT|GDOR|SXPHE               
1.163692,117.438834,32.840649,8,0.488,0.085,20.364,14.843,10.867,10.88,10.558,1,VAR                           
0.310456,120.320352,30.352757,6,0.419,0.065,23.315,18.357,15.37,15.685,15.444,0,
0.13433,113.769254,26.583864,6,0.482,0.091,23.015,16.807,12.658,13.061,12.773,0,
0.473976,116.188709,30.881844,5,0.552,0.064,22.862,18.39,13.749,14.292,13.893,0,
0.456949,120.393426,30.496477,7,0.303,0.044,19.351,15.543,12.297,12.438,12.315,1,DSCT|GDOR|SXPHE               
0.466709,113.71499,26.667055,6,0.551,0.121,21.576,19.317,15.142,15.784,15.469,0,
0.383419,120.193356,30.328046,5,0.494,0.142,23.963,18.995,15.824,16.252,15.939,1,VAR                           
0.6061,120.172145,30.345206,7,0.461,0.035,21.657,16.342,12.53,12.942,12.64,0,
0.68407,120.118448,30.338644,6,0.274,0.047,20.636,16.974,13.971,14.06,13.959,0,
0.60675,120.035049,30.390735,6,0.394,0.049,22.785,17.822,14.107,14.402,14.169,1,DSCT|GDOR|SXPHE               
1.546553,119.382619,27.156457,7,0.301,0.082,18.351,14.624,11.488,11.602,11.509,0,
1.113007,119.310109,27.208762,6,0.511,0.079,23.667,16.989,12.662,13.097,12.79,0,
1.284794,120.295494,30.412968,6,1.059,0.11,21.915,20.96,14.738,16.044,15.111,0,
1.21084,115.097617,25.494373,5,0.486,0.157,23.638,18.161,15.032,15.474,15.162,1,RS                            
0.530203,115.112035,25.545579,5,0.583,0.133,23.092,16.86,12.122,12.59,12.227,0,
1.236738,119.390283,27.329631,7,0.578,0.117,18.295,16.825,12.741,13.26,12.865,0,
0.590294,119.315721,27.357201,7,0.564,0.106,22.47,15.999,11.636,12.111,11.74,0,
2.047057,116.021218,32.159147,6,1.158,0.089,22.819,21.678,13.293,14.745,13.677,1,ROT                           
0.765636,120.304836,30.52427,7,0.538,0.05,21.949,15.246,10.535,10.974,10.634,0,
0.691479,116.122928,32.245634,6,0.511,0.049,23.413,18.279,14.191,14.737,14.35,0,
0.579701,120.259643,30.51882,6,0.723,0.041,21.439,19.777,13.832,14.563,13.997,0,
0.258802,115.182613,25.64322,5,0.511,0.089,22.273,16.597,12.376,12.795,12.482,0,
1.011001,120.314717,30.55021,6,0.487,0.019,23.533,18.657,14.717,15.201,14.881,0,
0.832454,116.11507,32.294886,6,0.398,0.029,20.465,16.475,12.944,13.252,12.997,0,
1.129514,115.891436,32.219324,6,0.359,0.052,21.639,17.532,14.227,14.435,14.231,1,DSCT|GDOR|SXPHE               
1.25331,115.910028,32.223905,6,0.568,0.034,22.635,16.452,11.524,12.034,11.634,1,DSCT|GDOR|SXPHE               
0.610806,115.964843,32.24266,6,0.591,0.092,23.707,19.516,14.942,15.5,15.068,0,
0.606066,115.126567,25.603566,5,0.619,0.118,22.425,15.712,10.335,10.978,10.47,0,
1.076885,116.086539,32.363365,6,0.208,0.038,19.724,16.404,13.449,13.41,13.358,0,
0.344254,115.11549,25.665652,5,0.474,0.126,22.361,17.549,13.967,14.289,14.024,0,
1.121758,116.072075,32.380301,6,0.443,0.032,21.587,16.177,12.474,12.821,12.527,0,
0.433637,115.187518,25.669154,5,0.666,0.091,22.511,16.494,10.927,11.571,11.095,1,NL/VY:                        
0.052242,115.196782,25.689375,5,0.282,0.099,19.715,16.364,13.601,13.633,13.568,1,EW                            
0.861404,116.181411,32.297312,7,0.445,0.037,20.951,16.14,12.651,13.007,12.713,1,HADS                          
0.972058,116.2466,32.332134,7,0.738,0.076,23.096,19.236,13.474,14.317,13.709,1,RS                            
1.394609,116.41399,31.134184,5,0.588,0.053,22.232,18.998,14.048,14.619,14.209,0,
0.965835,116.317138,31.133827,5,0.809,0.05,23.392,18.434,12.207,13.035,12.443,0,
1.109985,116.462565,31.180921,5,0.687,0.084,23.103,19.741,14.414,15.074,14.591,1,DSCT|GDOR|SXPHE               
0.659729,116.269387,32.491046,6,0.501,0.107,23.776,19.146,15.232,15.659,15.312,0,
0.69626,116.132827,32.460094,7,0.532,0.045,23.266,17.455,13.074,13.573,13.193,1,ROT                           
0.901059,116.089853,32.447263,6,0.538,0.037,23.393,16.81,12.269,12.729,12.36,0,
0.335905,115.233809,25.771801,5,0.602,0.083,21.203,15.653,11.181,11.751,11.329,0,
1.577697,116.26801,31.178173,5,0.519,0.06,23.249,17.31,13.337,13.734,13.422,1,DSCT|GDOR|SXPHE               
0.498646,116.195027,32.606351,7,0.584,0.066,23.542,16.892,11.868,12.387,11.989,1,ROT                           
0.789313,116.201641,32.596252,7,0.508,0.06,22.596,16.714,12.994,13.445,13.109,1,ROT                           
0.767117,115.867906,32.362305,6,0.461,0.038,23.07,17.531,13.33,13.701,13.398,0,
2.039728,115.817338,32.345266,6,0.496,0.029,20.358,14.952,10.475,10.937,10.577,0,
0.799601,118.228048,27.25147,7,0.499,0.117,22.873,16.798,11.627,12.042,11.737,0,
0.597931,118.272812,27.281935,7,0.619,0.11,22.25,16.251,11.049,11.669,11.241,0,
0.731844,118.169859,27.319115,6,0.468,0.098,22.247,15.951,12.053,12.435,12.156,1,VAR                           
0.845276,116.49857,31.338608,8,0.466,0.083,22.063,16.82,12.923,13.298,13.006,0,
0.804571,116.553402,31.347509,8,0.55,0.078,21.907,16.127,11.395,11.866,11.503,0,
1.373974,116.521959,31.357413,8,0.516,0.086,21.242,16.033,11.816,12.256,11.922,0,
0.892267,116.087424,32.596771,6,0.433,0.045,21.859,17.091,13.604,13.968,13.668,0,
1.223928,116.060592,32.602361,6,0.488,0.038,21.106,15.691,11.578,11.996,11.65,0,
0.890696,115.995852,32.606931,6,0.458,0.042,23.022,17.831,14.051,14.431,14.118,0,
0.706134,115.988561,32.640342,6,0.461,0.03,22.871,17.709,13.968,14.311,14.023,0,
1.386531,116.444524,31.385381,9,0.524,0.089,21.199,15.413,11.506,11.907,11.59,0,
1.324355,116.412388,31.42419,9,0.535,0.102,20.134,14.239,10.167,10.557,10.272,0,
1.483095,115.998105,32.768532,8,0.488,0.062,20.716,15.148,11.167,11.572,11.256,0,
0.638336,116.450174,32.534247,6,0.54,0.074,23.321,17.306,12.565,13.025,12.651,1,ROT                           
0.834278,116.366101,32.603547,8,0.601,0.067,23.778,17.26,12.172,12.704,12.299,1,RRAB                          
1.378,116.531436,31.497054,5,0.464,0.111,22.896,18.094,14.259,14.695,14.375,0,
0.734233,116.425107,32.680991,8,0.486,0.074,23.816,17.579,13.274,13.729,13.393,0,
0.970491,119.710251,27.358118,5,0.473,0.142,22.512,17.955,14.483,14.885,14.596,0,
1.503525,117.405551,32.738599,5,0.731,0.101,18.585,18.044,15.074,15.977,15.462,0,
0.140087,113.929659,26.527752,6,0.422,0.079,22.54,17.585,13.645,14.006,13.743,0,
0.546564,119.647172,27.343611,6,0.677,0.123,23.553,17.323,12.084,12.681,12.206,0,
0.491665,117.838321,32.573613,9,0.539,0.063,23.596,17.715,12.875,13.364,12.973,0,
0.322975,117.863041,32.595704,9,0.421,0.104,22.515,17.911,14.01,14.384,14.073,0,
0.754647,117.672178,32.631226,6,0.608,0.065,22.434,15.85,10.732,10.798,10.319,1,VAR                           
0.891427,119.84559,30.02713,9,0.438,0.063,21.017,16.546,12.829,13.122,12.881,0,
0.332501,114.187482,26.368921,6,0.452,0.065,23.276,17.884,13.637,13.999,13.711,0,
0.101256,117.685649,32.671699,6,0.65,0.074,22.915,17.98,13.073,13.71,13.227,1,ROT                           
0.751299,114.330912,26.420501,6,0.393,0.07,21.848,16.802,13.123,13.426,13.192,1,DSCT|GDOR|SXPHE               
0.459586,117.69786,32.676673,8,0.58,0.064,22.505,15.822,10.826,10.991,10.551,1,ROT                           
0.161189,120.008016,27.424839,5,0.58,0.125,23.354,16.841,12.35,12.881,12.475,0,
0.756252,117.799445,32.721566,8,0.507,0.086,22.138,16.182,12.318,12.729,12.403,0,
0.682638,119.790527,27.387172,6,0.589,0.121,23.188,16.563,12.076,12.57,12.182,0,
0.982332,119.798814,27.372425,6,0.48,0.12,19.539,14.709,10.954,11.312,11.001,0,
0.411685,114.191152,26.382565,6,0.426,0.072,21.825,16.588,12.684,13.008,12.767,0,
0.268485,114.149411,26.384854,6,0.363,0.073,20.824,17.14,14.006,14.121,13.997,0,
0.337805,119.735085,27.474328,5,0.547,0.123,22.663,16.571,12.586,13.078,12.685,0,
0.234453,119.93128,27.513054,5,0.643,0.15,23.519,16.451,11.636,12.264,11.795,0,
0.642899,119.875437,27.606881,5,0.656,0.109,22.709,15.783,10.243,10.93,10.412,0,
0.478002,114.248107,26.598566,6,0.762,0.093,22.956,17.375,10.704,11.504,10.934,1,RS                            
0.911606,119.942571,30.060481,9,0.51,0.069,20.283,14.601,10.329,10.745,10.406,0,
0.159802,120.156015,27.409122,5,0.536,0.126,22.09,15.575,11.42,11.919,11.539,0,
0.191914,120.144242,27.424973,5,0.536,0.125,21.939,16.099,12.171,12.651,12.275,0,
0.651389,117.607373,32.726048,7,0.455,0.087,23.355,18.517,14.529,14.898,14.586,1,DSCT|GDOR|SXPHE               
1.334227,114.56275,26.615015,6,0.613,0.16,20.973,16.175,10.941,11.598,11.123,1,EC|ESD                        
1.971799,117.536468,32.737178,8,0.319,0.084,17.836,13.861,11.175,10.913,10.775,0,
0.284352,114.373795,26.634132,6,0.444,0.084,23.249,17.776,13.658,14.019,13.742,0,
1.092226,120.175431,27.546751,5,0.559,0.104,23.115,17.29,12.6,13.154,12.742,1,VAR                           
0.449441,114.313076,26.615999,6,0.413,0.081,21.799,16.683,12.808,13.145,12.89,0,
0.21124,114.46813,26.669782,6,0.464,0.066,22.613,17.151,12.994,13.427,13.124,0,
0.965998,119.817486,30.120458,7,0.179,0.036,15.632,14.737,12.564,12.54,12.541,0,
0.865611,114.451284,26.704001,6,0.424,0.08,22.185,16.662,12.532,12.889,12.628,0,
0.651148,119.861322,30.191638,7,0.527,0.037,21.251,15.646,11.33,11.819,11.455,0,
0.602142,120.295554,27.594491,5,0.627,0.153,23.104,16.626,12.224,12.84,12.356,0,
0.406984,114.111187,26.517926,6,0.977,0.081,23.108,20.211,12.166,13.186,12.457,0,
1.567274,114.089486,26.563815,6,0.125,0.089,15.944,13.393,10.843,10.711,10.759,0,
0.283185,119.993864,27.540579,5,0.556,0.132,22.624,17.197,13.051,13.577,13.181,1,EA                            
0.223525,117.022317,32.506742,6,0.61,0.064,22.779,16.956,11.945,12.555,12.105,0,
0.450176,120.233978,30.006989,8,0.443,0.077,23.489,18.579,14.858,15.215,14.94,0,
0.193991,114.014564,26.546609,6,0.455,0.088,23.728,17.565,13.259,13.618,13.356,0,
0.533796,113.958166,26.626228,6,0.47,0.086,23.199,17.984,14.104,14.49,14.2,0,
0.428156,117.059596,32.68853,8,0.462,0.065,20.657,14.737,10.854,10.876,10.56,0,
0.965397,120.198701,30.107382,6,1.193,0.135,22.192,21.076,14.716,16.075,15.156,0,
0.913296,120.027164,27.729121,5,0.614,0.085,23.525,16.751,11.813,12.428,11.964,0,
1.414439,117.299151,32.739758,6,0.97,0.121,23.345,22.194,15.159,16.064,15.308,1,ROT                           
2.003693,120.313768,30.134725,7,0.528,0.038,23.337,17.836,13.35,13.862,13.499,0,
0.512592,114.301132,26.706924,6,-0.075,0.103,14.248,14.599,15.297,15.025,15.189,0,
0.382615,120.390944,30.183385,6,0.139,0.051,18.458,16.822,14.273,14.183,14.247,0,
0.534287,117.377977,32.784879,7,0.548,0.099,23.22,17.383,13.215,13.686,13.32,1,RS                            
0.394498,117.386213,32.825632,8,0.514,0.091,21.899,16.716,12.879,13.305,12.97,1,RS                            
0.426274,114.392382,26.813837,6,0.388,0.086,21.89,16.542,12.781,13.103,12.866,0,
1.046267,114.299636,26.774961,6,0.433,0.085,22.276,17.058,13.208,13.589,13.309,0,
0.417625,114.282133,26.766678,6,0.443,0.104,23.847,18.509,14.423,14.819,14.507,0,
0.28595,120.196191,30.205709,6,0.491,0.027,23.061,17.694,13.599,14.064,13.72,0,
0.78499,120.278414,30.256748,7,0.549,0.056,21.368,14.791,9.923,10.386,10.02,0,
1.025151,116.871703,32.708212,8,0.511,0.087,23.014,16.763,12.864,13.286,12.955,0,
0.850782,120.449495,30.243009,7,0.523,0.045,23.486,17.131,12.6,13.079,12.727,0,
0.089688,120.477908,30.301646,7,0.421,0.027,21.699,16.729,13.045,13.385,13.133,0,
0.421933,115.12733,35.359021,6,0.481,0.126,23.315,18.635,14.799,15.211,14.921,0,
0.655806,115.132317,35.372528,7,0.412,0.136,19.024,14.962,11.349,11.568,11.377,1,ROT                           
0.072928,115.134197,35.473954,7,0.512,0.09,23.53,17.443,13.256,13.707,13.395,0,
0.720874,119.400501,26.809265,7,0.512,0.058,22.435,15.917,11.012,11.441,11.136,0,
2.439541,119.534935,26.795417,6,0.329,0.068,19.374,16.665,13.384,13.597,13.45,0,
1.38378,117.156007,32.278192,6,0.321,0.057,17.717,13.287,11.299,10.143,9.874,0,
0.779973,115.250677,35.419237,7,0.593,0.101,23.688,17.287,12.646,13.155,12.786,0,
0.048544,115.269788,35.413502,7,0.537,0.122,21.61,15.975,11.665,12.046,11.751,0,
0.742775,119.580788,26.843522,7,0.518,0.062,23.73,18.298,13.741,14.194,13.855,0,
0.503918,116.973266,32.231328,6,0.439,0.073,21.937,16.944,13.026,13.412,13.122,0,
0.848264,116.987007,32.32057,6,0.444,0.0,17.199,13.272,10.839,9.916,9.402,0,
0.363341,117.115578,32.323873,6,0.525,0.064,22.65,16.112,11.919,12.372,12.023,0,
0.662584,119.531466,26.919995,8,0.56,0.06,23.159,16.788,11.848,12.315,11.971,0,
0.630366,117.071734,32.426863,6,0.744,0.057,22.327,18.103,12.423,13.222,12.653,1,RS                            
0.765563,119.832384,26.959744,5,0.465,0.084,23.368,17.556,13.529,13.888,13.618,1,DSCT|GDOR|SXPHE               
0.143889,115.262913,35.537009,7,0.627,0.103,23.088,18.082,12.927,13.526,13.096,0,
0.91832,120.283978,29.719568,8,0.575,0.071,23.005,15.233,10.401,10.934,10.549,0,
1.114979,119.60878,26.912536,6,0.385,0.074,21.813,16.789,13.391,13.625,13.454,0,
0.998674,115.256602,35.620815,5,0.435,0.067,19.789,15.31,11.586,11.924,11.687,1,DSCT|GDOR|SXPHE               
0.538529,115.268271,35.618841,5,0.435,0.08,21.38,16.617,12.971,13.317,13.075,1,DSCT|GDOR|SXPHE               
0.183422,115.323955,35.649146,5,0.379,0.074,20.577,16.011,12.536,12.784,12.609,0,
0.432665,119.39322,26.864242,7,0.88,0.186,22.445,18.65,12.028,12.941,12.253,1,EW                            
0.269074,115.298939,35.665252,5,0.482,0.089,22.319,17.415,13.659,14.091,13.789,0,
0.76297,119.438104,26.891321,7,0.482,0.064,23.479,16.933,12.72,13.1,12.834,1,VAR                           
1.133227,120.125329,29.807789,6,0.847,0.131,22.863,21.977,15.205,16.235,15.58,0,
1.235465,116.458084,32.047865,6,0.3,0.087,20.712,16.849,13.482,13.614,13.469,0,
1.23086,119.568665,26.992854,6,0.6,0.117,23.542,19.464,14.784,15.301,14.918,0,
0.91007,120.617182,29.746196,8,0.508,0.07,22.542,16.024,11.726,12.142,11.83,0,
0.852801,119.634014,27.103498,6,0.318,0.089,19.677,15.615,12.538,12.664,12.559,1,DSCT|GDOR|SXPHE               
0.576872,119.464399,27.082432,7,0.473,0.061,23.086,17.338,13.301,13.671,13.398,1,DSCT|GDOR|SXPHE               
0.690199,116.279841,32.159614,7,0.492,0.078,23.432,17.508,13.691,14.125,13.804,1,E                             
0.533573,116.138137,32.105738,6,0.539,0.031,21.68,15.448,11.009,11.529,11.134,1,ROT                           
0.565585,116.152158,32.103657,7,0.967,0.052,23.427,19.83,12.756,13.955,13.094,1,ROT                           
0.958249,119.466526,27.197869,8,0.197,0.085,19.41,16.681,13.986,13.919,13.94,0,
0.954152,119.548048,27.211773,8,0.566,0.076,23.101,17.377,12.8,13.301,12.935,0,
0.733322,116.247537,32.174704,8,0.418,0.056,22.139,17.014,13.497,13.861,13.587,0,
0.735546,120.450141,29.86292,8,0.502,0.07,22.146,15.421,11.027,11.454,11.16,0,
0.53004,116.386656,32.212367,8,1.026,0.037,22.896,17.517,10.74,10.433,9.726,0,
0.289883,116.437534,32.273401,6,0.497,0.067,21.876,16.067,11.754,12.175,11.841,1,RS                            
0.181287,116.400845,32.260038,8,0.463,0.056,20.105,14.706,10.842,11.232,10.928,1,RS                            
0.717491,116.320714,32.258713,8,0.893,0.061,22.424,17.044,10.717,11.29,10.623,0,
0.426358,116.380792,32.315453,8,0.395,0.061,19.019,14.689,11.226,11.505,11.279,1,ROT                           
0.537237,116.351796,32.335162,8,0.956,0.055,23.281,18.771,11.533,12.595,11.836,1,ROT                           
1.20868,120.709164,29.956567,8,0.374,0.085,19.558,16.027,12.881,13.142,12.956,0,
0.894174,116.610561,32.278109,6,0.516,0.067,23.031,16.747,12.283,12.736,12.378,0,
0.210275,116.714467,32.302609,6,0.507,0.067,21.789,16.15,11.925,12.367,12.023,0,
0.597793,116.746511,32.380898,6,0.474,0.067,21.887,16.17,12.08,12.46,12.146,0,
0.40792,119.932952,26.919756,5,0.409,0.068,21.392,16.227,12.426,12.734,12.511,0,
0.406208,119.908049,26.928742,5,0.475,0.079,22.953,16.667,12.718,13.117,12.84,0,
0.246535,119.97584,26.996359,5,0.492,0.076,23.036,17.458,13.18,13.618,13.317,0,
0.530197,116.824491,32.336907,6,0.517,0.067,23.241,16.977,12.522,12.982,12.629,0,
0.110106,119.504084,29.473328,8,0.587,0.071,22.933,15.915,11.012,11.546,11.159,0,
0.431629,119.862763,26.555006,5,0.517,0.046,22.836,16.682,12.045,12.502,12.164,0,
0.782593,116.716316,31.42226,6,0.533,0.096,22.472,16.296,11.785,12.29,11.916,0,
0.22357,119.475938,29.578652,8,0.444,0.071,20.754,15.634,11.437,11.735,11.5,1,ROT                           
0.810006,114.813166,35.078097,6,0.488,0.104,22.149,17.053,13.125,13.458,13.169,0,
0.678655,116.821448,31.597507,6,0.356,0.083,20.792,16.827,13.102,13.312,13.123,1,DSCT|GDOR|SXPHE               
0.472193,119.697274,29.54887,8,0.453,0.071,21.907,16.197,12.122,12.465,12.197,0,
0.726957,119.721575,26.513195,5,0.424,0.075,22.58,17.63,13.783,14.125,13.884,1,DSCT|GDOR|SXPHE               
0.405543,116.820238,31.660775,6,0.805,0.078,23.297,17.752,10.907,11.705,11.085,1,ROT                           
1.080982,117.037826,31.706575,6,0.505,0.072,22.617,15.812,11.533,11.987,11.64,0,
0.855134,119.713523,26.6549,5,0.523,0.067,23.247,17.27,12.689,13.169,12.829,0,
1.672339,116.978889,31.79488,6,0.176,0.081,17.593,15.01,12.34,12.224,12.241,1,ROT                           
0.253472,114.920611,35.19846,6,0.385,0.149,22.854,18.492,15.04,15.334,15.055,0,
0.702025,114.87587,35.225619,6,0.411,0.117,22.268,18.031,14.642,14.873,14.656,0,
0.836962,116.873383,31.869827,6,0.474,0.073,22.019,17.041,13.075,13.485,13.162,0,
0.238214,119.894753,26.848062,5,0.388,0.072,22.004,17.353,13.705,13.983,13.777,0,
0.351365,116.516443,31.62438,6,0.628,0.082,22.243,16.195,11.146,11.777,11.308,1,ROT                           
0.460455,119.881665,26.899265,5,0.417,0.072,20.966,15.793,11.667,11.964,11.735,0,
0.354691,119.19266,26.387548,6,0.394,0.051,20.814,15.92,12.267,12.545,12.336,1,VAR                           
0.556477,119.288926,26.506033,6,0.446,0.057,21.901,16.166,12.08,12.429,12.191,0,
0.408702,119.047953,26.43305,5,0.472,0.055,22.879,17.082,12.598,12.985,12.719,1,RS                            
0.561646,119.0161,26.444582,6,0.543,0.052,23.353,16.547,11.447,11.943,11.596,1,RS                            
0.202526,119.025103,26.448966,6,1.273,0.072,22.918,19.554,10.673,12.139,11.101,1,RS                            
0.449862,119.181064,26.511956,6,0.441,0.062,21.477,16.42,12.325,12.685,12.435,1,L                             
0.356376,116.617709,31.891126,6,0.52,0.07,22.991,17.73,13.604,14.087,13.743,0,
0.526288,119.450159,26.636823,7,0.516,0.061,21.544,16.792,12.54,12.996,12.663,0,
0.536278,117.16581,31.900008,6,0.686,0.068,22.61,17.489,12.102,12.825,12.293,0,
1.094922,119.277541,26.59382,5,0.447,0.077,20.867,18.201,14.075,14.427,14.174,0,
0.810741,119.316155,26.576902,6,0.435,0.056,20.524,15.615,11.365,11.722,11.466,0,
1.346097,119.249726,26.641237,5,0.305,0.231,17.563,13.495,9.691,10.357,9.623,1,DSCT|GDOR|SXPHE               
0.555229,119.366087,26.694419,7,0.467,0.062,21.077,15.52,11.017,11.382,11.123,0,
1.004577,117.286391,32.041272,5,0.48,0.099,23.491,18.694,14.67,15.1,14.75,1,DSCT|GDOR|SXPHE               
0.233086,117.197272,32.00221,6,0.532,0.082,21.701,16.929,12.685,13.183,12.807,0,
0.278537,118.945485,26.513811,5,0.569,0.097,23.141,19.906,14.585,15.108,14.743,0,
0.655019,119.155635,26.626861,6,0.389,0.056,20.293,14.931,11.275,11.576,11.365,0,
1.005605,119.031179,26.600872,5,0.398,0.069,21.842,16.807,13.063,13.352,13.15,0,
0.069741,115.52761,35.414349,7,0.564,0.12,21.109,15.567,11.343,11.768,11.45,0,
0.469775,119.035325,26.627291,6,0.468,0.083,18.582,14.552,9.89,10.462,10.01,0,
1.84998,117.179109,32.089569,5,0.539,0.081,23.428,18.556,14.238,14.715,14.395,0,
0.275329,119.033841,26.735905,6,0.592,0.065,23.528,15.813,10.76,11.321,10.936,0,
0.575609,117.157248,32.106624,6,0.51,0.066,21.846,15.186,11.583,11.415,11.054,0,
0.246667,119.00861,26.76346,5,0.875,0.085,23.18,20.707,13.467,14.449,13.754,0,
