RAJ2000,DEJ2000
120.241325,46.323224
117.362874,41.956054
120.283649,46.320961
127.269041,44.050858
127.244582,44.120645
127.188218,44.111108
121.959547,49.654254
116.693925,38.145387
121.793262,49.72511
117.329869,42.085898
117.360639,42.131914
127.450797,44.170066
121.755362,49.781336
127.356166,44.167539
117.616939,42.176495
116.894852,38.217619
127.306492,44.171022
122.112946,49.824794
116.788809,38.226575
122.073796,49.859685
117.500662,42.280986
127.136081,44.127503
127.079219,44.136418
122.124485,49.913249
117.446433,42.324675
116.828548,38.408857
116.556342,38.151229
126.954288,44.208562
116.559578,38.199041
121.936235,49.97064
122.533091,49.780966
122.494153,49.790166
116.679511,38.273152
117.212559,42.128461
127.208812,44.36276
117.195536,42.148084
121.601323,41.743256
127.118111,44.351528
122.408773,49.919131
117.05572,42.134
127.12408,44.334836
116.364463,41.166696
117.850229,42.66183
116.398953,41.24012
116.339162,41.196653
116.283767,41.251577
116.401271,41.304189
119.89466,45.572196
117.738298,42.719504
117.739784,42.762737
117.713509,42.787198
117.743064,42.82327
120.258248,45.472984
116.62239,41.258879
116.744087,41.302371
116.669551,41.318086
119.987974,35.814279
117.775216,42.895099
120.331614,45.604226
116.860508,41.282611
117.727651,42.872026
116.840742,41.344323
116.907027,41.363609
116.917394,41.379671
117.764431,42.929671
117.715788,42.998334
117.040079,41.423982
116.935436,41.394334
116.944556,41.462906
116.902477,41.597655
120.313959,35.839407
116.645229,41.391854
116.664851,41.3746
120.125778,35.857984
117.601037,42.928143
117.604399,42.970222
116.758523,41.53621
116.687818,41.492772
116.644143,41.51113
116.71939,41.532688
120.057678,45.914168
120.37382,36.177257
120.152484,45.921584
116.726564,41.640905
119.943576,45.968232
116.662097,37.737185
116.596337,37.70723
117.387847,41.165337
120.150115,36.021158
117.554573,41.256797
119.983929,36.028542
117.330588,41.168265
117.384281,41.19836
120.066696,36.072545
120.070846,36.208158
119.541564,45.731654
119.55485,45.78146
117.623178,41.478185
120.200456,36.122698
119.584554,45.803553
117.245193,41.231996
120.31765,36.220356
120.339071,36.248262
117.349999,41.360832
118.23209,42.932768
117.292321,41.483176
117.30934,41.484225
117.433972,41.549704
117.442328,41.60954
116.749056,37.944609
119.706763,45.868579
117.441888,41.667971
117.382796,41.730026
117.433256,41.764897
127.755608,43.599045
119.669856,46.132802
119.590786,46.125832
127.611414,43.56154
116.375427,37.703315
119.816947,46.23456
116.390063,37.712013
127.901244,43.806074
117.57236,41.672446
116.33112,37.70611
116.337091,37.752439
117.583914,41.790308
117.607462,41.784664
127.796463,43.943991
117.612896,41.830529
120.191134,35.606081
123.204021,46.404372
120.589011,35.376281
123.198143,46.457272
117.934067,42.635844
117.25168,40.861186
118.039412,42.633337
120.65667,35.46169
120.670117,35.477866
120.67941,35.502623
124.22513,50.718973
120.708549,35.508503
120.619066,35.488547
120.656368,35.513087
117.17807,40.918573
124.368596,50.746191
120.529249,35.466184
120.539431,35.489137
124.801915,50.52799
117.343667,40.986019
118.164859,42.786494
118.284338,42.796109
117.356078,41.066536
117.181823,40.981464
120.659196,35.599243
120.544044,35.591831
118.082941,42.776121
117.282786,41.170074
120.750994,35.580966
125.85983,35.105738
125.86703,35.121321
120.773486,35.587608
125.994628,35.158495
125.957836,35.154735
117.62928,42.316129
117.633472,42.356192
124.985501,50.884333
117.603067,42.318423
125.841086,35.19607
125.798323,35.220137
116.776575,41.062062
124.870229,50.842119
116.802057,41.084606
120.665252,35.758813
117.067609,41.025641
117.098856,41.073844
117.043594,41.068816
117.524756,42.4372
120.711887,35.772904
117.129712,41.161774
117.169985,41.188805
117.455642,42.472269
117.58892,42.487535
117.017578,41.268562
117.49368,42.519527
117.526567,42.547214
117.066505,41.281241
120.542746,35.667313
124.399123,50.838962
120.525809,35.69505
117.664638,42.519817
124.339318,50.888041
116.304189,40.699424
120.370011,35.663104
117.69222,42.606685
116.404122,40.846809
124.419962,50.999375
117.6296,42.523773
116.259451,40.759683
117.601759,42.558886
116.339073,40.788768
124.71351,50.982987
116.335678,40.859438
120.402595,35.786446
116.400374,40.892371
116.377016,40.918846
120.576488,35.709785
125.963238,35.530618
116.42309,40.943816
116.341067,40.887266
120.556125,35.790391
116.539371,40.899725
116.574201,40.931219
117.317183,42.481756
120.566737,35.806132
116.492565,40.884
124.680075,51.112575
121.964632,45.918319
116.714952,41.016681
122.121352,45.977677
116.669517,41.04238
121.842271,45.989291
121.987543,46.036384
120.515649,35.918993
116.430195,41.004354
120.483612,35.936752
120.588682,35.889095
120.065315,45.232957
120.558335,35.933099
117.363307,42.710637
116.133572,40.938716
117.220366,42.739635
126.040611,35.559727
116.193119,40.998383
116.330637,40.99347
116.140593,40.991476
116.1394,41.054324
117.57677,42.815834
121.653415,46.087647
119.953193,45.455844
121.681688,46.114567
120.029607,45.459741
121.611613,46.189554
116.240463,41.156875
117.357297,42.73734
120.135774,35.613741
117.420691,42.835243
120.186138,35.697576
116.306462,41.123885
125.260971,50.019543
125.007712,50.142408
121.26598,40.735695
121.320359,40.806852
121.381317,40.83707
121.238106,40.763313
124.866631,50.104062
121.318516,40.90113
124.638483,50.255648
123.546989,45.817016
118.24148,42.164216
123.590552,46.044852
125.329718,50.196715
123.514074,46.097608
125.195436,50.237116
125.15841,50.364984
118.141362,42.30232
118.112541,42.323448
118.07122,42.311098
118.132915,42.325123
125.584806,50.488662
120.585446,40.659373
120.58636,40.651898
118.097498,42.398462
123.370063,46.068037
123.333563,46.089868
125.314902,50.529342
117.945028,42.136668
123.259789,46.140293
117.983939,42.205403
123.330588,46.14715
125.035175,50.337205
125.063604,50.3506
117.746614,42.151805
123.206909,46.208566
123.214244,46.199382
120.459765,40.763468
125.164005,50.520007
117.961504,42.34468
117.939932,42.393738
116.985718,40.582588
125.077569,50.545737
123.313012,46.443851
117.012629,40.639656
124.684779,34.787598
117.88646,42.353888
125.180443,50.653088
125.234771,50.644661
116.94096,40.741945
125.158529,50.682582
125.175957,50.665471
120.316957,35.088296
125.184941,50.709722
123.791775,46.381891
125.139978,50.858843
118.384311,42.392816
116.675127,40.658837
123.751831,46.566828
123.924864,46.44994
120.405861,35.151741
124.064816,46.482449
124.522308,50.28485
116.528303,40.663428
123.876172,46.527328
116.51729,40.75966
123.828852,46.586522
120.488613,35.267574
118.311908,42.482035
116.792951,40.800032
116.770492,40.836568
120.446252,35.431594
120.424082,35.440078
118.397084,42.526628
116.681978,40.822511
123.399593,46.622713
118.528834,42.556632
124.50726,50.49946
118.42292,42.59217
118.429813,42.630257
124.624763,50.538468
116.763554,40.956527
118.310297,42.591771
116.661207,40.898821
124.623514,50.615641
116.696902,40.930367
124.567108,50.655739
116.706809,40.956874
118.257576,42.611278
116.724546,40.976794
118.292525,42.632372
118.311269,42.633097
117.065796,40.650171
123.776255,46.81248
118.298923,42.683149
124.128161,50.39571
117.080519,40.650319
124.150945,50.39495
117.102283,40.684597
118.362253,42.694311
118.347724,42.791595
120.325175,35.549043
124.057625,50.503817
117.010179,40.795126
118.107364,42.618377
118.111127,42.604178
120.240363,35.549866
118.098072,42.662623
121.045992,45.417657
125.680188,49.749034
125.59119,49.688238
121.415153,40.494681
121.620032,40.610581
121.239458,45.619615
121.272934,45.683899
121.273105,45.683775
121.234331,45.676921
125.131996,49.672806
125.10597,49.68949
121.329115,40.60346
121.450482,40.667092
121.792446,45.606262
125.438987,49.737303
121.657461,40.723956
121.588227,40.701941
121.840878,45.652786
125.461245,49.904701
125.269421,49.836265
125.346314,49.907561
121.909839,45.773788
121.924801,45.785592
121.74009,45.715188
125.342836,50.072178
121.823107,45.887677
125.830435,49.848939
121.61362,45.749433
125.753148,49.859624
126.122184,50.10217
121.630882,45.938999
121.736092,45.907063
125.956579,50.093681
125.962895,50.155032
121.565602,46.116302
125.523935,49.998941
125.670874,50.079837
125.334488,50.095895
120.960852,45.659467
121.131885,45.657417
125.875678,50.294691
121.238215,45.797983
120.144576,40.065865
121.162861,45.847539
121.071221,45.850913
125.635348,50.401748
124.466056,49.100505
120.596954,45.728723
120.801898,40.111685
124.224694,49.137804
120.666102,45.953781
120.904548,40.194168
120.811813,40.266312
124.209061,49.215276
124.482879,49.21727
124.634324,49.269362
124.589255,49.31366
121.219774,45.843614
124.391965,49.310332
121.134707,45.920703
121.454616,46.056053
120.327322,40.170607
120.365812,40.188325
124.179921,49.288265
120.402422,40.320416
124.033107,49.363742
123.99351,49.374513
120.657409,40.395507
120.752227,40.416594
120.704771,40.457335
120.644905,40.42123
120.571036,40.423958
120.474822,40.495617
124.799287,49.489982
124.670721,49.550817
122.98842,45.086093
122.772877,45.199875
122.837279,45.298989
120.114854,40.240594
119.958713,40.17026
123.19698,45.371614
124.682948,49.646014
123.200167,45.347164
123.169719,45.434484
120.070015,40.284706
120.113324,40.301238
120.072386,40.347376
123.042914,45.558712
120.037505,40.361726
122.772312,45.225242
124.210003,49.679917
122.525943,45.389038
122.60158,45.431892
124.32694,49.771207
124.617148,49.779328
124.649274,49.838376
124.636465,49.843051
119.648788,40.294103
122.845452,45.563891
124.474342,49.869293
119.874703,40.329258
119.910834,40.364574
124.609066,49.988929
119.985116,40.392512
122.755994,45.647955
122.800858,45.674068
119.843851,40.464638
119.762016,40.428494
123.267412,45.44388
123.860222,49.549144
119.839993,40.511056
123.248351,45.517783
115.630256,40.761023
115.679994,40.819134
123.188624,45.680891
124.0238,49.575126
115.770991,40.851248
115.771637,40.874464
120.153351,40.334007
120.164257,40.356768
115.721153,40.877079
120.170136,40.415936
123.515177,45.75299
123.393902,45.807035
123.256163,45.864434
123.420451,45.864811
123.34747,45.941655
115.658135,40.934634
123.641016,49.637241
123.591133,49.736007
115.823165,40.879008
123.074259,45.764011
123.030534,45.799182
120.437403,40.688365
115.814875,40.957085
120.466222,40.700471
115.949938,40.986608
115.94311,41.02955
123.461745,49.820512
122.910267,45.828453
115.952633,41.061675
123.535558,49.838641
115.721765,40.975557
115.741189,40.960016
115.721875,40.9757
123.743836,49.861968
120.219701,40.615364
123.109654,45.877235
115.900696,41.115547
124.129056,49.747952
120.028154,40.780423
115.6049,41.01695
115.605118,41.017162
124.283133,49.845212
122.450306,45.454389
115.681058,41.048674
122.372492,45.560779
122.418224,45.565796
115.679051,41.139011
120.20304,40.784722
120.15054,40.861075
120.295018,40.932649
124.371034,50.061058
122.642676,45.731578
120.225645,40.975365
122.506549,45.793697
120.829238,40.488581
122.294433,45.680484
120.909384,40.523748
122.244544,45.791432
122.116919,45.761535
123.757588,50.042471
121.063382,40.559878
123.73946,50.145327
122.101643,45.870813
122.202072,45.825862
121.032432,40.580714
124.005953,50.242296
124.107772,50.263616
121.149072,40.662749
121.138031,40.74275
124.011659,50.341289
120.876717,40.630003
122.632348,45.95565
120.936612,40.679684
120.928761,40.723909
120.880232,40.724276
123.545455,48.683327
124.278884,31.622217
117.596614,40.904338
123.486791,48.762569
124.281606,31.661502
124.2826,31.676214
122.088838,35.170276
121.5822,44.638005
124.348074,31.710218
121.518967,44.73575
121.718753,44.809076
124.29879,31.751079
121.655403,44.791183
120.369114,44.585823
117.477253,41.043708
124.219838,31.684225
117.680754,41.117407
124.096139,48.742856
122.347603,35.112387
120.221565,44.620334
123.949049,48.720556
124.297774,31.830598
117.755959,41.139382
122.392715,35.131536
124.277934,31.850701
124.047734,48.784927
122.482539,44.430132
122.374262,44.407949
122.279265,44.431348
117.658018,41.166514
124.162015,48.926118
124.091695,48.859213
122.655018,44.616297
123.060323,30.846484
123.133723,30.806544
122.391465,44.571703
120.082364,44.719252
123.128556,30.930764
120.070413,44.77419
120.082625,44.820579
125.88496,44.788053
122.087891,35.281225
123.076266,30.90051
123.740046,48.938535
122.033351,44.602552
123.949455,49.008498
122.103292,44.773
123.20036,30.903305
123.877573,48.983218
123.162937,30.934525
123.215303,30.946429
123.308265,31.025196
122.399815,44.833442
123.1366,31.008606
122.320699,44.853876
122.256189,44.868575
123.158277,31.067384
123.123995,35.143728
123.842654,49.278931
123.061725,35.157039
122.849796,30.929811
122.927752,30.973372
122.967375,31.047084
122.923978,31.058091
122.875847,31.104225
122.888626,31.16881
122.448163,44.955239
123.100009,31.097345
123.082881,31.147088
122.998011,31.130067
123.118582,31.250579
121.867379,44.716513
123.554319,48.958617
123.515036,31.269211
121.787316,44.779098
123.478214,48.998331
121.872379,44.857611
121.895545,44.976614
122.042872,44.962763
122.043105,44.962572
122.1832,44.95431
123.44975,49.156856
123.656779,49.184706
123.606311,49.208034
122.059374,45.065536
123.625941,31.463883
122.059639,45.065478
123.564184,31.545237
121.971831,45.092273
123.58007,49.277339
121.809644,44.908478
121.614952,45.0616
121.869974,45.066287
121.88855,45.075336
121.866955,45.124174
123.512282,31.589285
121.88869,45.208738
121.828046,45.1989
121.844478,45.196575
120.503481,45.095522
125.052986,49.512918
120.251269,44.88999
120.211588,44.892855
124.880972,49.514923
126.7067,34.841967
120.199075,45.011742
120.130925,44.940515
124.98382,49.642194
126.645722,34.883144
120.095244,45.058056
126.726575,35.021181
121.855556,40.224992
126.750854,35.047188
120.159621,45.081373
121.700455,40.196333
123.910888,31.934865
123.985777,32.006605
120.378866,45.114354
126.219996,34.680872
120.213045,45.201798
126.226203,34.780958
120.30915,45.265601
126.106669,34.774712
120.700788,45.034548
126.105783,34.811198
120.760175,45.109669
126.243606,34.865307
120.824769,45.147058
116.072207,40.413465
116.052467,40.432719
120.753118,45.261255
121.248255,39.999381
115.893095,40.476229
121.254568,40.032231
121.239148,40.036547
116.016394,40.473529
120.607977,45.281444
126.417941,35.016245
126.336813,35.057265
121.272149,40.174436
116.214784,40.541806
126.382224,35.112465
121.462438,40.072685
126.061576,34.823667
116.199796,40.538711
121.46276,40.086767
123.478256,31.918739
121.002166,35.649824
121.546051,40.250344
123.357879,31.936965
121.35782,40.177945
121.357941,40.178075
120.825826,45.42334
116.257468,40.723386
126.115907,35.0344
116.215016,40.702853
121.312023,40.218166
121.388076,40.243116
120.402803,45.30873
123.612006,32.031243
120.450555,45.338532
115.80868,40.56411
126.25665,35.12706
123.660556,32.140055
120.426365,45.381405
126.320398,35.172699
123.452292,32.045603
121.180403,40.277029
121.076316,40.195775
115.85044,40.679772
126.501553,35.031275
116.079752,40.722677
116.038298,40.710275
126.452449,35.099114
120.516143,45.588847
116.031254,40.759388
116.09018,40.792586
126.664991,35.215128
120.558654,45.73709
115.980956,40.856265
121.403009,40.409062
121.404615,40.447852
126.513662,35.313094
121.135939,40.416309
121.150577,40.451476
121.327738,45.273691
123.737015,32.149186
126.101901,50.014108
123.680687,32.164588
121.287049,40.591559
121.612037,45.404552
121.648421,45.409193
125.59585,49.535141
125.607951,49.528469
121.696319,45.435078
121.485824,45.309764
125.41164,49.499972
121.520075,45.323919
121.562169,40.379487
121.437901,45.36568
121.408768,45.379082
125.299138,49.542831
121.564723,45.445586
125.38917,49.578674
121.220468,45.355253
121.813314,40.463795
125.576076,49.602267
125.664357,49.649608
121.875056,40.579154
121.757394,45.198557
121.77464,45.339546
122.727867,31.133464
122.219064,45.07216
122.763885,31.150522
122.368145,45.17676
122.760022,31.265607
122.411324,45.279265
122.580978,31.261259
122.716402,31.309241
121.99872,45.439438
122.879391,31.304554
121.912581,45.353304
121.939481,45.404669
121.990061,45.637262
122.08198,45.68813
121.977227,45.678728
120.926434,44.603878
123.193771,36.19424
121.0681,44.689372
121.046179,44.724732
125.095008,37.246161
120.712667,44.571391
125.187645,37.423922
125.209134,37.450889
120.710533,44.651434
120.899636,44.715578
120.78891,44.674044
120.815579,44.718842
124.980011,37.504678
121.191522,39.930645
121.653771,35.073899
121.052896,39.961769
125.052506,37.554574
125.094872,37.577837
124.762012,48.882734
124.942467,37.524052
120.78897,44.880595
124.854917,37.554067
120.689061,44.895427
120.783946,44.902402
123.207155,31.862948
121.07544,44.764438
121.368925,44.851486
121.874367,35.28151
124.546027,48.792172
121.348441,44.904498
124.540062,48.855914
121.442414,44.951657
124.579693,48.932813
121.453258,44.955701
124.594482,48.928614
121.348951,44.964743
124.471308,48.958055
124.780481,49.001018
124.685661,49.063954
126.08067,34.693979
124.660788,49.121696
123.6698,31.57004
121.05091,45.051053
123.640862,31.555158
124.581912,49.144003
120.921664,45.025508
120.971466,45.062395
124.039436,31.787579
116.165984,40.39267
123.928382,31.769569
123.937255,31.773712
123.91907,31.804836
120.983704,45.143588
116.394166,40.41346
124.832693,37.665654
121.047374,45.174483
123.589468,31.687318
121.051501,45.200772
124.803033,37.678083
116.359713,40.427969
123.665147,31.733885
120.962487,45.209207
124.729855,37.678018
125.420022,49.303305
121.505773,39.964787
123.625353,31.807497
116.362741,40.486202
120.538316,44.706266
116.401774,40.535021
125.127361,49.296184
123.745353,31.87149
120.565812,44.836936
125.25028,49.474076
123.637672,31.885385
120.425355,44.851986
124.95949,49.359159
126.488699,34.825441
123.74524,32.029054
124.071399,31.818742
126.542915,34.897168
124.889235,49.401577
124.846269,49.396835
124.116258,31.900859
123.978865,31.87436
120.42809,45.055938
117.324363,40.840369
124.032908,46.35092
122.372942,34.59456
123.423038,34.93744
123.423197,34.937404
122.472869,34.675283
118.261058,40.405536
122.513549,34.740477
123.302689,36.705984
123.297319,34.923276
123.326346,34.932546
122.233304,34.482879
122.311165,34.584444
122.303651,34.628003
118.167099,40.515261
122.176173,34.657459
122.149139,34.701204
123.343219,35.035198
118.391967,40.705804
118.210239,40.570139
118.193811,40.602457
123.246386,35.122231
118.027981,40.576172
122.671692,34.702236
122.794316,34.845853
118.134953,40.680782
118.188478,40.709991
118.16842,40.721664
118.186361,40.875232
123.42447,36.876189
122.828561,34.831796
122.834071,34.842871
122.859121,34.860576
122.869835,34.942566
118.483161,40.728895
124.102936,31.086516
126.332597,43.53275
122.830438,34.985518
122.213712,44.331706
126.326291,43.695645
122.551211,34.919289
126.195764,43.709383
122.65587,34.978773
122.412904,34.926842
122.10218,44.436882
118.702001,40.87789
126.469904,43.759855
126.481051,43.747639
122.080885,44.484745
118.536155,40.948003
126.03768,43.652899
118.555388,41.096927
123.972446,31.327902
118.405426,41.085603
124.023969,31.394309
122.028836,34.666708
123.857107,31.386543
122.005423,34.780451
121.967874,34.761288
118.528415,41.102917
122.196062,34.890451
122.213782,34.891136
117.77839,40.670578
117.824081,40.746263
123.937757,31.56191
117.735044,40.755026
122.027963,34.932817
122.033083,34.966638
117.873778,40.804076
117.821334,40.805376
117.802353,40.832089
117.85955,40.892578
121.819061,34.923962
121.912541,34.917358
121.854033,44.67185
117.631717,40.808143
121.752527,44.647369
117.993257,40.884296
121.766235,34.961946
117.961324,40.950405
118.084883,40.97374
121.491812,44.516427
121.794602,35.096452
120.998824,35.131609
126.825585,44.048247
123.955585,31.074646
120.967269,35.133959
121.056913,35.172374
123.878688,31.13346
124.147768,34.857978
120.783528,35.129712
124.606172,48.480722
124.21841,37.341342
120.883913,35.203633
121.134672,35.206728
117.167664,40.361895
123.465514,30.980549
124.265861,48.526427
117.224368,40.419763
124.191927,34.868981
123.560782,31.08363
124.135219,48.609776
120.998122,35.325213
124.267246,48.644441
124.550084,37.330306
123.925773,45.946065
121.078865,35.371798
117.483203,40.31497
123.812272,31.15145
123.719026,31.154413
120.753613,35.159195
123.95357,46.021874
124.326881,37.324677
123.846031,45.936609
117.449606,40.405706
123.78488,46.006285
123.771015,31.198868
120.878059,35.310464
124.03147,34.92651
120.803315,35.32654
123.843104,31.289967
123.820094,46.075257
124.485359,37.441474
117.410252,40.43542
123.877454,46.102193
120.651788,35.279426
124.376891,48.757217
124.407314,48.78737
120.645211,35.293782
124.324184,45.933533
124.591025,37.419365
120.725086,35.460739
124.323581,46.005548
125.959616,43.11987
123.716159,31.293994
120.935381,35.342853
124.195334,45.987948
117.624672,40.550826
124.708395,37.597287
117.650945,40.534208
117.610731,40.582864
124.421727,30.773272
120.948252,35.400362
124.554953,37.61766
117.646983,40.598589
124.702189,37.652913
125.944854,43.215585
117.682532,40.634297
125.872752,43.265785
124.215838,37.462415
124.568292,30.901828
117.656811,40.737131
117.230271,40.441905
117.241014,40.479362
124.307916,46.208713
126.172766,43.316027
124.3622,46.268168
126.225346,43.334641
124.090511,46.005932
120.926234,35.652902
126.176101,43.41399
124.653054,30.894021
117.392203,40.617259
124.142044,46.069154
117.373838,40.673113
117.32216,40.662638
124.487644,37.628777
124.440811,37.631416
123.288936,34.715177
117.088016,40.616542
117.160306,40.654056
123.296998,34.798817
123.399278,34.831574
125.811041,43.367046
117.30091,40.753509
122.411692,34.484386
122.361689,34.514161
124.240334,46.247197
124.262034,46.233246
124.211374,46.297065
117.395984,40.774894
124.322645,46.315762
117.516961,40.814815
117.532562,40.866888
123.791226,34.403373
126.755369,43.338272
123.205946,30.661303
126.709111,43.457898
124.151409,47.845073
123.342416,30.722678
126.842136,43.433951
125.003784,37.190063
120.483418,34.812687
124.898944,37.158805
126.779871,43.545756
124.075408,47.948802
126.528105,43.360865
124.98248,37.331542
123.089666,30.689744
120.776849,34.880972
126.364291,43.404474
124.470349,37.160963
124.43729,48.095671
124.502585,48.106053
124.421442,48.112326
124.458229,48.183075
123.816107,34.565503
120.603286,34.944387
124.827395,37.241176
126.509703,43.622803
126.458591,43.633407
123.924181,34.666235
123.928055,34.655163
124.372534,48.206
124.878322,37.432551
124.391085,48.215657
120.401487,34.788621
123.311077,30.837299
120.422522,34.889657
120.495898,34.895384
124.032981,48.063826
124.035315,48.108586
127.127043,43.638991
120.447657,34.926838
124.139471,48.128344
120.471403,34.947403
120.508931,34.981567
124.039281,48.174481
123.490653,34.500619
123.579197,34.523891
124.234382,36.991134
123.810808,48.180514
124.978183,45.719898
120.251387,34.964758
126.955688,43.788355
123.623661,34.68895
120.444019,35.00819
117.741283,40.368223
123.657032,30.833701
127.250353,43.801741
120.368486,35.011036
120.620458,34.996931
124.321434,37.156849
123.709149,34.670263
123.65417,30.887527
123.654209,30.887415
117.641577,40.390806
124.380308,37.187879
124.016721,48.347455
123.632663,30.922145
127.147546,43.910921
117.770798,40.525452
124.67679,45.986732
123.838235,34.801118
120.700297,35.190462
123.790804,30.993191
126.889349,43.775126
120.443421,35.152855
124.564281,48.309738
123.807985,34.842691
120.600434,35.193253
123.90909,31.019837
120.634862,35.203469
126.892087,43.863646
120.539545,35.240927
124.560627,48.450251
120.907654,35.002424
117.313471,40.329463
120.923356,35.070348
120.930984,35.126903
127.028142,43.98889
120.926579,35.108773
123.813767,31.018372
121.030699,35.139949
124.362953,30.778393
118.556804,40.699448
126.789074,43.018338
121.321961,34.800652
124.206685,30.763262
123.469277,36.829178
124.236777,30.800386
123.487645,36.873521
124.5139,47.784219
123.558383,36.858761
123.582725,36.868696
126.939268,43.081533
124.401975,47.72169
126.849263,43.112997
123.514306,36.864944
123.520444,36.859717
118.827721,40.664708
123.740739,36.920284
118.828611,40.640259
121.321444,34.857857
123.826394,30.636738
127.055362,43.20212
127.086211,43.226825
118.780532,40.723931
123.800408,30.664421
121.518012,34.879075
123.80569,30.683708
126.990904,43.233589
123.794951,30.731305
121.413889,34.873186
123.009485,34.537408
127.062733,43.331744
127.033161,43.345126
123.97008,30.783646
118.945503,40.853107
123.222637,34.518993
123.258977,45.308831
118.714667,40.862944
124.175441,30.859292
124.997045,47.820091
121.445043,35.043409
124.181428,30.917683
123.334556,34.64289
118.872334,40.943035
121.156468,34.841783
123.984709,30.865776
121.177618,34.878395
121.045899,34.856172
124.096308,30.923177
124.120673,30.966992
121.264795,34.929607
124.116702,31.009538
124.069245,31.007142
124.973641,47.99874
122.866314,34.465495
124.519902,36.779534
123.476414,30.430757
121.024112,34.952271
122.806579,34.497562
125.134265,48.037257
125.141689,48.022409
124.573868,36.87949
127.098441,43.383589
127.035352,43.422348
121.165517,35.030054
125.031343,48.173535
121.116732,35.070254
125.101053,48.188862
121.240922,35.030933
124.335216,36.841324
121.257682,35.090997
124.133788,36.802966
123.460128,30.60025
122.93755,34.690441
122.939078,34.662332
123.354028,30.634332
121.388186,35.151062
123.519846,30.576897
127.252374,43.719417
124.649279,48.095901
124.5127,36.936615
123.055772,34.677287
121.121944,35.140089
124.739394,48.157962
124.570958,37.0155
124.399045,36.93362
121.282197,35.153912
123.036876,34.757539
124.415692,36.951047
124.659824,48.255697
126.657436,43.149909
124.430462,36.981619
124.434815,37.0437
121.241667,35.253485
122.986763,34.766549
125.008723,48.236535
126.637548,43.216945
120.627162,34.66376
120.66023,34.671377
126.645077,43.2518
120.551688,34.675147
125.01326,48.287565
123.010836,34.812204
125.005026,48.306478
120.610474,34.711695
123.599647,30.790792
124.900559,36.944511
123.547008,30.778162
124.868911,48.349282
123.693712,34.318234
124.674691,36.970782
120.66256,34.776533
124.834268,37.019408
123.257855,30.591338
118.535032,40.224705
123.570741,36.33541
123.419126,34.34154
125.180576,45.426018
123.849097,30.403355
120.292756,34.777588
123.44359,36.385378
118.334113,40.311001
123.30299,34.331117
118.256054,40.354684
126.466467,42.767497
120.256828,34.886273
118.499529,40.421536
123.19705,36.270522
118.558832,40.49606
126.225912,42.805882
123.960246,47.811044
123.175249,36.288698
118.815893,40.247599
123.495045,30.401133
118.778869,40.305139
118.802147,40.33605
120.911588,34.501862
123.124001,36.454345
118.778255,40.339795
121.136659,34.523313
123.129145,36.491445
123.261157,36.467674
126.656436,43.042656
118.983524,40.445091
118.890544,40.404853
123.812875,30.436222
118.860874,40.454863
123.81632,30.448757
123.830343,30.428657
121.156674,34.595014
126.525874,43.105414
126.478612,43.153831
123.946576,47.978619
123.808184,30.503885
122.967409,34.223069
123.011689,34.254384
118.849144,40.513725
123.92089,48.005126
126.101064,42.988851
123.280881,36.5794
122.978459,34.29575
118.782468,40.500271
123.806144,30.599379
123.804031,48.010383
126.162412,43.168234
123.703126,30.566783
123.797431,48.055487
126.417418,43.106618
123.791739,48.080658
123.720605,36.523025
118.944369,40.532615
120.669437,34.521351
119.070333,40.577717
126.216267,43.204673
126.368607,43.269527
123.74306,36.706414
120.777207,34.689821
118.91475,40.574259
120.703832,34.661182
118.8921,40.604265
118.900081,40.669463
120.974931,34.678887
120.918197,34.717929
123.927131,36.759627
119.01662,40.689358
124.045941,36.794299
119.063558,40.72856
118.958392,40.743451
123.913955,36.795215
124.064233,30.590478
124.085722,30.616856
121.032024,34.783095
124.108371,30.675401
120.848181,34.721036
120.852004,34.752871
123.94792,36.854704
124.320511,30.562698
118.625402,40.554948
120.865599,34.873204
120.898838,34.889422
122.591066,34.46839
126.830577,42.909299
126.860499,42.948109
118.591267,40.639661
126.947648,43.070003
118.564046,40.667465
121.133103,42.367028
121.070342,42.384913
121.102735,42.372124
124.520402,34.316585
123.678735,51.718348
123.645026,51.735324
123.60621,51.776142
123.763989,51.826134
124.356546,34.347316
120.936516,42.451388
122.274196,50.547401
124.395518,34.506808
122.250361,50.53555
123.72658,35.98226
120.977426,42.548494
121.041884,42.62976
124.639712,34.495153
123.954523,36.021955
120.770078,42.6343
120.867519,42.705381
120.938155,42.709169
124.76788,34.606204
120.837226,42.690938
123.954391,36.077113
120.839424,42.74698
124.316026,34.488879
124.304668,34.497382
124.232016,34.53289
123.673397,36.052095
123.626739,36.035929
120.503554,42.327671
124.378919,34.639896
120.51176,42.363929
125.292493,44.931264
125.65734,44.749332
120.41147,42.505678
124.402293,34.682428
123.886899,36.256009
120.590888,42.465065
120.544132,42.474885
120.580269,42.473858
125.75319,44.894708
120.533935,42.55067
124.370249,34.727902
125.913597,44.927757
124.420288,34.785506
125.867931,45.038036
123.732361,36.357468
120.498163,42.63508
123.740244,36.382417
120.433784,42.592813
124.38215,34.85243
125.79383,44.974475
124.075383,36.147152
120.560672,34.525579
124.093658,36.203234
124.208518,36.288211
124.217175,36.276022
124.058885,36.199389
124.025351,36.250041
124.053781,36.316029
120.141649,42.696602
120.361819,42.674328
125.464647,45.247365
120.313309,42.709127
120.278416,42.723371
