RAJ2000,DEJ2000
138.682646,4.097629
139.852592,6.466966
138.751613,4.109384
136.292808,6.055283
136.26808,14.137043
136.21207,6.087492
134.598802,4.534438
135.963104,9.275006
138.719005,4.171792
140.712463,6.112743
134.718068,4.683388
127.493163,6.83849
140.592168,6.153088
138.637061,4.181928
140.483635,6.139085
134.536096,4.606569
135.835459,5.960771
138.606647,4.242839
134.619171,0.63729
138.691371,4.224454
135.891566,6.001119
140.653682,6.221454
127.39379,8.916724
140.663314,6.213295
140.586719,6.181129
135.956026,9.359688
136.269078,17.893582
134.687556,4.722798
140.663997,6.238811
134.598532,4.73052
134.123216,12.10432
134.638757,4.72252
136.189614,17.873068
130.701414,8.48125
133.961999,5.18844
133.312249,12.376048
126.841127,9.519324
133.920268,5.180635
142.405798,7.134412
129.327138,7.374154
134.003639,5.251581
129.360798,7.416469
130.126866,9.032914
130.134027,9.039369
133.61702,12.425957
133.932393,5.272868
142.671419,7.187305
129.550412,7.357769
142.696141,7.202926
129.537361,7.384029
133.912011,5.329804
133.52407,12.411148
142.608929,7.205794
133.547012,12.433022
129.607434,7.414371
133.616593,12.436909
130.127837,9.145338
138.67168,10.388328
130.163789,9.170921
129.695678,7.480738
133.6651,12.499811
126.987634,9.61846
133.706756,12.536858
129.624478,7.487921
134.194514,5.325017
129.605499,7.503789
142.481887,7.252616
134.270973,5.35825
133.601809,12.526114
130.054972,9.209976
133.956396,12.366792
142.302216,7.174565
133.990689,12.440466
129.448416,7.541513
134.012135,5.379036
133.949636,12.468052
129.601846,7.527568
134.072152,12.478798
134.164227,5.483359
130.321404,9.267569
133.851964,12.423409
129.54207,7.624656
129.628551,12.949855
133.902144,12.452973
130.388165,9.28975
142.373552,7.224016
130.185375,9.245134
134.320435,0.678272
129.166158,7.422276
130.17809,9.282023
134.249298,0.655077
134.138861,12.564478
134.080715,12.56625
134.1492,12.590357
142.262815,7.360215
136.341598,6.15974
134.261737,12.611602
139.412995,5.789359
133.821466,5.456558
136.395665,6.190708
129.173667,7.499153
133.767104,5.465192
134.23957,0.678492
136.422841,6.210344
129.049998,7.480531
134.204093,12.689519
136.332432,6.202125
129.109235,7.507383
134.297062,0.673731
142.756279,7.286968
133.892716,5.432642
133.885464,5.46452
134.081253,12.66301
134.081253,12.66301
134.050458,5.476096
134.020132,5.485684
134.325865,0.708392
134.325865,0.708393
129.36488,7.491689
136.714061,6.293014
142.661279,7.363508
133.875011,5.511604
133.853754,5.553787
133.858597,5.565901
142.711785,7.434655
129.367641,7.578989
127.276947,9.679158
133.758428,12.551954
129.38238,7.596165
136.585148,6.320775
129.42896,7.605273
133.902643,12.613407
136.214068,6.172445
133.839896,12.63737
136.293328,6.255085
129.542009,7.969975
134.669345,2.53925
134.716677,2.576018
141.48182,7.325331
130.059078,13.315649
130.083088,13.342904
129.678458,8.095026
130.187252,13.355157
134.592267,2.577397
134.562016,2.586057
130.000038,13.355206
129.465974,8.128556
136.938385,4.481842
129.551858,8.167266
137.015944,4.545825
130.091652,13.472145
141.375043,7.467875
130.022916,13.489862
137.097589,4.556769
141.229073,7.447836
129.39645,8.173933
130.160984,13.556002
129.389971,8.192576
130.178316,13.622119
137.624456,7.282887
129.488901,8.237504
129.92105,13.465981
129.939933,13.517391
133.238513,16.005832
137.305624,7.251877
137.339532,7.27297
130.044731,7.824662
137.472646,7.282541
129.921142,13.681316
130.203839,7.935783
137.2766,4.817776
130.120365,7.946993
137.351003,4.870567
137.418366,7.419667
137.266268,4.893851
128.617555,12.732725
142.323678,7.523335
134.484861,12.791015
137.483966,4.954911
134.361161,2.54559
142.200507,7.505847
128.561128,12.842535
142.206588,7.57978
130.240889,8.04257
136.784619,4.638813
135.139394,18.056731
141.975627,7.514652
136.656639,4.683302
134.421256,2.590618
136.711236,4.69479
130.160739,8.064908
132.578125,15.858817
136.481162,7.200838
136.931558,4.659293
135.064796,18.127558
142.005788,7.510598
134.628705,2.688656
132.606924,15.912455
134.50118,2.680321
136.902132,4.749518
141.960395,7.549805
142.122701,7.57082
133.728682,12.624219
136.335965,6.332575
129.291246,7.679443
142.034734,10.717352
133.387503,5.262839
142.636836,7.468676
129.419175,7.693661
142.665293,7.474326
142.424962,7.448788
136.230623,6.379506
142.434497,7.501077
129.773122,7.560968
134.437368,0.742645
129.722013,7.575833
129.805052,7.573259
134.070242,12.795376
129.855571,7.595072
133.368072,5.377907
129.791607,7.588157
127.488652,9.821693
129.871915,7.629996
136.471626,6.471001
133.824692,12.752556
136.491618,6.492505
141.351567,6.63266
141.356882,6.606275
141.266698,6.64665
136.393306,6.523177
141.469555,6.746881
136.37096,4.073309
141.259857,6.699025
136.83646,6.382146
133.323651,12.440785
134.392523,0.784455
129.732177,7.645128
129.918346,12.845103
129.973603,12.866549
141.320288,6.871018
129.98539,12.926096
129.949973,7.704174
136.781081,6.509539
130.051938,12.935003
141.493566,6.837425
141.4676,6.83857
133.377116,12.539068
136.620127,4.06097
141.557616,6.849147
129.957087,12.979485
133.440955,12.591325
129.904979,7.757395
129.983754,7.761021
133.549535,12.611083
136.784197,4.08244
136.694001,4.103047
130.155183,13.014699
137.006411,4.100613
141.530612,6.983768
136.57558,6.504209
137.029559,4.212831
136.538982,6.517344
133.628306,5.464436
133.68029,5.465682
136.837702,4.22376
136.541871,6.557374
141.143416,6.849725
129.708319,7.782903
129.681335,7.806641
136.608455,4.126354
136.511688,4.117594
129.590847,7.79329
141.101749,6.893134
140.994136,6.871738
136.673292,4.205271
133.607502,5.66059
129.446758,7.779064
129.451871,7.785747
136.212166,6.417067
136.179954,6.452971
141.340412,7.013654
136.086881,6.452559
133.560764,12.71951
133.826119,5.676245
136.714484,4.233649
135.902087,6.435019
129.503641,7.827508
129.491609,7.848167
136.852696,4.289922
142.309034,6.843341
131.793634,9.604373
135.212237,6.309708
131.626088,9.593156
128.268426,7.977848
126.973793,9.250751
142.20783,6.933766
126.950316,9.293339
133.046787,16.482421
132.93505,16.46464
127.02513,9.358795
127.257647,9.363916
131.826406,9.792906
132.966576,16.562821
132.861335,16.546471
132.852648,16.595655
141.996123,6.942468
135.141046,6.425711
142.049323,7.086561
142.036333,7.145215
142.038345,7.153613
142.685121,6.696993
132.94958,16.677347
127.222391,9.550057
133.058131,16.682373
127.681512,9.352385
132.70199,16.514336
135.501669,6.44904
135.387627,6.416832
142.75357,6.851401
132.770356,16.589978
127.718309,9.467826
127.731438,9.477625
127.52243,9.432209
135.349347,6.556112
142.902116,6.95247
127.777821,9.503446
127.779304,9.495808
142.574805,6.825582
135.470593,6.584493
142.510016,6.85638
127.669987,9.549165
133.696002,4.981204
142.797445,6.958939
135.343491,6.581088
142.83103,7.056397
133.748863,5.055825
127.419187,9.672709
133.726937,5.193002
129.764651,12.867212
129.65647,12.870486
133.578243,12.243528
133.560839,12.267299
133.734444,12.220681
133.510206,5.041089
133.521983,5.039631
133.566721,5.087522
133.468448,5.071453
133.445118,5.096504
133.785537,12.279094
133.455183,5.150017
133.68643,12.300412
133.690728,12.3119
133.831997,12.387244
126.92788,9.305356
133.640822,5.1845
129.391505,7.271309
133.464017,12.259828
129.451253,7.327353
126.952785,9.466924
126.966652,9.476424
129.452137,7.378221
142.502245,6.997979
